UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPLCN,APPLCNM,APPLCNW,ADMSSN,ADMSSNM,ADMSSNW,ENRLT,ENRLM,ENRLW,ENRLFT,ENRLFTM,ENRLFTW,ENRLPT,ENRLPTM,ENRLPTW,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR75,SATMT25,SATMT75,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75
100654,1,2,1,2,3,2,5,1,3,6560,2209,4345,4697,1599,3092,1534,647,885,1459,623,834,75,24,51,287,19,970,63,430,520,410,510,15,20,14,20,15,18
100663,1,3,1,1,3,3,5,3,3,11906,4139,7767,10541,3501,7040,2415,835,1580,2361,816,1545,54,19,35,166,7,1565,65,593,680,580,708,23,30,23,33,21,28
100706,1,2,1,3,3,2,1,1,3,5781,2850,2931,4259,2301,1958,1204,778,426,1191,772,419,13,6,7,65,5,1108,92,580,700,590,720,24,31,24,32,23,29
100724,1,3,2,3,3,3,5,1,3,5974,1745,4142,5854,1695,4072,890,300,590,797,254,543,93,46,47,132,15,313,35,442,534,397,516,15,20,12,22,15,19
100751,1,2,1,1,3,3,5,1,3,42421,15567,26854,33472,12338,21134,7593,3221,4372,7540,3206,4334,53,15,38,1302,17,4795,63,540,680,530,690,21,31,21,33,19,28
100830,1,2,1,3,3,3,1,1,3,3405,1128,2277,3296,1080,2216,539,191,348,517,181,336,22,10,12,23,4,429,80,480,595,470,565,17,24,16,24,16,22
100858,1,2,1,1,2,3,2,1,3,27619,11598,16021,19660,8015,11645,5311,2423,2888,5254,2384,2870,57,39,18,,,,,,,,,,,,,,
100937,1,5,5,2,5,5,5,5,3,2461,1105,1356,1622,724,898,244,123,121,244,123,121,,,,17,7,132,54,550,610,540,630,22,28,22,30,19,26
101189,1,2,1,3,3,3,5,2,3,1791,773,1018,1157,482,675,233,129,104,217,122,95,16,7,9,29,12,138,59,500,600,490,605,16,23,16,23,16,22
101365,2,3,2,3,3,3,3,2,1,179,62,117,168,58,110,116,40,76,32,7,25,84,33,51,,,,,,,,,,,,,,
101435,1,2,1,2,2,2,5,1,3,2404,1405,999,1666,971,695,253,154,99,253,154,99,,,,17,7,157,62,510,560,470,510,19,25,20,25,17,24
101480,1,3,1,3,3,3,5,1,3,10483,3634,6849,8003,2763,5240,1818,695,1123,1782,682,1100,36,13,23,4,1,1298,71,490,580,520,660,16,23,15,23,15,21
101587,2,3,1,2,3,3,1,1,3,1539,558,981,1144,421,723,351,148,203,350,148,202,1,0,1,7,2,241,69,430,470,450,510,17,21,16,22,16,19
101648,1,3,1,5,3,3,1,1,3,904,480,424,410,293,117,181,134,47,181,134,47,,,,74,41,131,72,560,650,540,650,18,26,17,26,18,25
101693,1,3,5,3,3,3,2,1,3,1774,476,1298,1137,312,825,253,88,165,250,87,163,3,1,2,,,,,,,,,,,,,,
101709,1,2,1,2,3,3,5,1,3,4045,1224,2821,3644,1073,2571,493,180,313,478,177,301,15,3,12,29,6,321,68,500,590,470,610,19,26,19,28,17,24
101879,1,2,1,2,3,3,2,1,3,3410,1113,2297,3068,1017,2051,1013,376,637,985,366,619,28,10,18,,,,,,,,,,,,,,
101912,1,3,1,2,2,3,2,2,3,881,293,580,633,242,391,284,122,162,280,120,160,4,2,2,,,,,,,,,,,,,,
102049,1,2,5,1,1,3,5,3,3,4217,1420,2797,3537,1156,2381,920,326,594,918,326,592,2,0,2,202,22,605,66,570,660,530,630,23,29,23,31,20,27
102094,1,3,1,3,3,3,1,1,3,11817,4223,7594,8364,2911,5453,1778,669,1109,1751,656,1095,27,13,14,130,7,1537,86,500,610,485,605,19,26,19,27,17,25
102234,1,3,1,2,5,3,5,1,3,2114,781,1333,1512,548,964,216,104,112,215,104,111,1,0,1,20,9,147,68,490,530,480,530,17,21,15,20,15,19
102270,1,3,1,3,3,3,3,1,3,1190,409,780,902,318,584,134,58,76,109,49,60,25,9,16,,,,,,,,,,,,,,
102368,1,3,1,2,3,3,1,1,2,6766,2405,4361,6446,2249,4197,1596,595,1001,1362,513,849,234,82,152,74,5,1118,70,485,580,450,570,17,25,17,25,16,23
102377,1,2,1,2,2,2,1,1,3,8597,2456,6141,2940,882,2058,551,194,357,545,194,351,6,0,6,83,15,227,41,470,580,450,550,18,25,17,25,16,23
102395,1,3,1,3,3,3,3,1,3,13,9,4,13,9,4,13,9,4,2,1,1,11,8,3,,,,,,,,,,,,,,
102553,5,5,1,2,3,3,2,1,5,3431,1460,1971,2369,994,1375,990,441,549,665,316,349,325,125,200,,,,,,,,,,,,,,
102614,1,3,1,3,3,3,1,1,3,1402,636,766,907,426,481,678,314,364,538,277,261,140,37,103,83,12,110,16,560,680,550,680,17,27,15,26,16,25
102632,1,3,1,2,3,2,2,1,3,464,164,300,261,97,164,149,62,87,111,46,65,38,16,22,,,,,,,,,,,,,,
102669,1,3,1,2,3,3,3,1,3,504,120,384,484,113,371,40,6,34,35,6,29,5,0,5,,,,,,,,,,,,,,
104151,2,2,1,2,3,3,3,1,3,61603,29380,32223,54329,25323,29006,14250,6996,7254,14097,6917,7180,153,79,74,,,,,,,,,,,,,,
104179,1,5,1,2,5,2,5,5,3,48065,20619,27446,41946,17626,24320,8436,3363,5073,5844,2354,3490,2592,1009,1583,1059,13,1572,19,560,680,560,690,21,29,20,29,20,28
104586,5,5,1,1,5,3,5,1,3,3659,2512,1147,2699,1872,827,749,535,214,744,531,213,5,4,1,226,30,197,26,570,660,570,690,22,29,21,30,23,29
104717,1,3,1,3,3,3,2,1,3,36861,12447,23334,30534,10744,19776,7620,2862,4758,6730,2565,4165,890,297,593,,,,,,,,,,,,,,
105330,1,3,1,3,3,3,2,1,3,42872,14236,28636,33592,11024,22568,5297,1947,3350,4749,1681,3068,548,266,282,,,,,,,,,,,,,,
105589,1,3,1,3,1,3,3,1,3,147,41,106,146,41,105,37,11,26,36,11,25,1,0,1,,,,,,,,,,,,,,
105899,1,3,1,3,5,3,5,1,5,1222,813,409,928,587,341,311,203,108,304,202,102,7,1,6,41,13,67,22,480,590,480,580,16,23,14,22,16,23
106245,1,3,1,2,3,3,1,1,3,3786,1302,2484,2184,776,1408,481,214,267,446,199,247,35,15,20,25,5,409,85,520,590,500,590,19,25,19,26,17,24
106342,1,3,3,2,3,3,5,3,3,2444,1651,766,665,434,225,138,90,48,138,90,48,,,,15,11,85,62,520,590,530,605,21,26,20,26,19,26
106397,1,5,1,5,3,3,1,5,3,21462,8507,12955,17743,6871,10872,6065,2534,3531,6012,2507,3505,53,27,26,1566,26,4735,78,530,620,520,600,21,28,21,29,20,27
106412,1,2,1,2,3,3,1,1,3,4699,1725,2974,3173,1125,2048,677,278,399,590,236,354,87,42,45,78,12,549,81,420,508,390,508,14,18,12,18,14,17
106458,1,2,1,2,3,3,1,1,3,5835,2317,3516,3693,1388,2305,1301,528,773,1225,497,728,76,31,45,32,2,1162,89,510,590,520,610,20,26,21,28,18,25
106467,1,2,1,2,3,3,2,1,3,6218,2482,3736,5868,2328,3540,1396,665,731,1337,646,691,59,19,40,,,,,,,,,,,,,,
106546,1,3,1,3,1,3,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
106704,1,3,1,2,3,3,5,1,3,6057,2152,3905,5595,1969,3626,1854,670,1184,1844,663,1181,10,7,3,54,3,1751,94,500,600,480,560,19,26,20,28,17,25
106713,1,1,1,2,3,3,1,1,3,349,210,139,215,124,91,138,83,55,136,82,54,2,1,1,16,12,109,79,450,588,453,548,18,23,17,23,16,24
107044,2,2,1,2,1,3,1,1,3,2200,894,1306,1191,488,703,748,315,433,744,313,431,4,2,2,169,23,597,80,530,660,520,640,20,28,21,31,18,27
107071,1,5,1,3,3,3,1,1,3,2377,869,1508,1783,631,1152,418,214,204,416,214,202,2,0,2,24,6,376,90,470,583,508,568,18,24,18,25,17,24
107080,1,5,1,1,5,3,5,3,3,2385,1212,1173,1629,811,818,316,155,161,316,155,161,,,,41,13,216,69,560,680,530,660,24,31,23,34,22,27
107141,1,2,1,2,1,3,5,1,3,1604,611,993,848,338,510,333,152,181,330,152,178,3,0,3,52,16,237,71,560,655,540,665,22,29,20,27,22,31
107512,1,3,1,2,5,3,3,1,3,2610,982,1628,1925,694,1231,485,228,257,485,228,257,0,0,0,,,,,,,,,,,,,,
107558,1,3,1,2,5,3,5,5,3,1918,808,1107,1062,452,607,201,93,108,201,93,108,0,0,0,23,15,114,78,490,550,460,580,18,23,17,23,17,23
107585,5,3,1,3,3,3,2,1,1,887,373,477,887,373,477,479,218,245,390,181,196,89,37,49,,,,,,,,,,,,,,
107877,1,5,1,3,3,3,1,1,3,1181,428,753,757,249,508,187,86,101,186,85,101,1,1,0,7,4,180,96,400,590,435,520,19,24,19,25,17,23
107983,1,1,1,2,3,3,1,1,3,2813,1100,1705,1761,707,1047,632,293,339,628,293,335,4,0,4,62,10,627,100,460,570,470,570,18,25,17,24,16,24
108852,5,3,5,3,1,1,3,3,3,226,82,144,204,73,131,76,33,43,76,33,43,,,,,,,,,,,,,,,,,
109086,3,3,3,3,1,1,3,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
109651,2,3,1,2,5,1,3,1,3,982,380,600,742,276,464,269,103,165,269,103,165,,,,,,,,,,,,,,,,,
109785,1,3,1,3,3,3,5,2,3,3967,1270,2697,3733,1186,2547,636,210,426,625,207,418,11,3,8,100,16,18,3,493,628,473,638,19,25,19,25,16,25
110097,1,3,1,2,3,3,5,1,3,4354,1630,2724,2646,896,1750,655,262,393,645,257,388,10,5,5,166,26,68,11,563,688,540,660,22,29,22,31,20,27
110361,1,2,1,2,2,3,3,2,3,9474,3131,6343,6038,2002,4036,1372,506,866,1332,489,843,40,17,23,,,,,,,,,,,,,,
110370,1,3,1,2,1,1,3,1,3,2847,804,2043,2210,592,1618,209,68,141,209,68,141,,,,,,,,,,,,,,,,,
110404,2,2,1,1,1,3,1,1,3,13026,9059,3967,510,260,250,270,149,121,270,149,121,,,,0,0,0,0,,,,,,,,,,
110413,1,2,1,1,1,3,5,5,3,4041,1724,2317,3311,1359,1952,492,207,285,490,206,284,2,1,1,86,17,25,5,550,640,540,650,23,28,22,28,23,27
110422,1,3,1,1,3,3,3,3,3,54570,27380,27190,18008,7693,10315,4884,2417,2467,4859,2408,2451,25,9,16,,,,,,,,,,,,,,
110468,1,3,1,3,3,3,3,2,3,5,5,0,5,5,,0,0,,,,,,,,,,,,,,,,,,,,,
110486,1,3,1,1,3,3,3,3,3,12334,5081,7253,10510,4132,6378,1165,402,763,1137,393,744,28,9,19,,,,,,,,,,,,,,
110495,1,3,1,1,3,3,3,3,3,5740,2040,3700,5439,1876,3563,951,325,626,874,293,581,77,32,45,,,,,,,,,,,,,,
110510,1,3,1,1,3,3,3,3,3,13057,5086,7971,11878,4481,7397,2001,784,1217,1908,755,1153,93,29,64,,,,,,,,,,,,,,
110529,1,3,1,1,3,3,3,3,3,41226,21139,20087,24993,11415,13578,3463,1910,1553,3386,1866,1520,77,44,33,,,,,,,,,,,,,,
110538,1,3,1,1,3,3,3,3,3,19990,8421,11569,17086,6857,10229,1929,862,1067,1877,836,1041,52,26,26,,,,,,,,,,,,,,
110547,1,3,1,1,3,3,3,3,3,16741,7014,9727,14999,6065,8934,2048,889,1159,1920,829,1091,128,60,68,,,,,,,,,,,,,,
110556,1,3,1,1,3,3,3,3,3,15231,6258,8973,14816,6031,8785,3451,1394,2057,3170,1271,1899,281,123,158,,,,,,,,,,,,,,
110565,1,3,1,1,3,3,3,3,3,45140,18427,26713,26827,10121,16706,4219,1633,2586,4064,1569,2495,155,64,91,,,,,,,,,,,,,,
110574,1,3,1,1,3,3,3,3,3,14448,6179,8269,11899,5009,6890,941,410,531,921,400,521,20,10,10,,,,,,,,,,,,,,
110583,1,3,1,1,3,3,3,3,3,67122,26464,40658,31448,11588,19860,4865,1888,2977,4740,1840,2900,125,48,77,,,,,,,,,,,,,,
110592,1,3,1,1,3,3,3,3,3,29223,11636,17587,26459,10210,16249,4095,1711,2384,3895,1605,2290,200,106,94,,,,,,,,,,,,,,
110608,1,3,1,1,3,3,3,3,3,23656,10530,13126,20842,8915,11927,4716,2178,2538,4617,2127,2490,99,51,48,,,,,,,,,,,,,,
110617,1,3,1,1,3,3,3,3,3,22706,9400,13306,21272,8671,12601,3581,1505,2076,3486,1451,2035,95,54,41,,,,,,,,,,,,,,
110635,1,3,1,3,5,3,3,1,3,112843,53561,59282,16295,6325,9970,6931,2956,3975,6892,2941,3951,39,15,24,,,,,,,,,,,,,,
110644,1,3,1,1,3,3,3,1,3,87120,40703,46417,42475,18118,24357,7482,3071,4411,7382,3018,4364,100,53,47,,,,,,,,,,,,,,
110653,1,2,1,1,3,3,3,1,3,107950,50928,57022,31110,13432,17678,6489,2603,3886,6473,2596,3877,16,7,9,,,,,,,,,,,,,,
110662,1,3,1,1,3,2,3,2,3,139489,64199,75290,15028,6207,8821,6584,2432,4152,6567,2427,4140,17,5,12,,,,,,,,,,,,,,
110671,1,3,1,1,3,3,3,1,3,52672,24425,28247,34437,15149,19288,5203,2439,2764,5153,2416,2737,50,23,27,,,,,,,,,,,,,,
110680,1,3,1,1,3,3,3,1,3,118386,56143,62243,40493,18010,22483,7544,3356,4188,7508,3334,4174,36,22,14,,,,,,,,,,,,,,
110705,1,5,1,1,3,3,3,1,3,105641,47941,57700,30824,12472,18352,4900,1951,2949,4886,1942,2944,14,9,5,,,,,,,,,,,,,,
110714,1,3,1,1,3,3,3,1,3,61695,28469,33226,36177,15488,20689,4187,1887,2300,4155,1880,2275,32,7,25,,,,,,,,,,,,,,
110918,1,3,1,2,1,3,2,1,3,1,0,1,1,,1,0,,0,,,,,,,,,,,,,,,,,,,,
111081,5,5,1,5,1,1,3,1,3,2364,872,1492,685,256,429,203,74,129,203,74,129,0,0,0,,,,,,,,,,,,,,
111188,1,3,1,1,3,3,3,3,3,1005,747,258,825,614,211,195,155,40,195,155,40,,,,,,,,,,,,,,,,,
111638,1,3,1,3,3,3,3,1,1,14,6,8,14,6,8,14,6,8,14,6,8,,,,,,,,,,,,,,,,,
111948,1,2,1,1,1,1,5,1,3,15098,5556,9542,9115,3191,5924,1658,604,1054,1645,597,1048,13,7,6,370,22,222,13,610,700,600,710,26,31,25,34,24,29
111966,1,3,1,2,3,3,5,1,3,1185,332,853,750,253,497,16,3,13,15,3,12,1,0,1,0,0,0,0,,,,,,,,,,
112075,1,5,1,5,5,5,5,2,3,3265,1268,1997,2657,941,1716,341,144,197,341,144,197,,,,41,12,26,8,520,640,510,620,21,29,20,30,19,26
112084,1,5,1,5,3,3,5,1,2,2607,818,1789,1374,385,989,143,49,94,141,48,93,2,1,1,0,0,0,0,,,,,,,,,,
112260,2,2,1,1,1,3,5,3,3,5632,2578,3054,633,283,350,358,177,181,358,177,181,0,0,0,102,28,90,25,700,750,720,780,32,35,30,34,34,35
112394,2,3,1,3,2,1,2,1,3,154,116,38,78,61,17,23,19,4,16,13,3,7,6,1,,,,,,,,,,,,,,
113582,1,3,1,3,1,3,3,1,3,4,1,3,4,1,3,4,1,3,3,1,2,1,0,1,,,,,,,,,,,,,,
113698,5,2,5,2,5,2,5,1,3,1981,505,1476,1841,456,1385,245,81,164,244,80,164,1,1,0,16,8,6,3,528,630,535,645,20,25,19,27,19,27
114354,1,2,1,2,1,1,2,1,3,1490,276,1214,536,108,428,283,64,219,214,47,167,69,17,52,,,,,,,,,,,,,,
114813,1,2,1,2,5,3,5,1,3,917,294,623,714,227,487,200,74,126,195,71,124,5,3,2,19,10,3,2,480,620,490,620,17,24,15,25,20,23
115409,5,5,1,1,1,3,5,1,3,4737,3142,1595,473,216,257,225,115,110,225,115,110,,,,89,40,45,20,710,760,770,800,34,36,34,36,33,35
115728,1,2,1,2,3,3,3,1,3,703,212,491,670,198,472,98,37,61,96,36,60,2,1,1,,,,,,,,,,,,,,
115755,1,3,1,1,3,3,3,3,3,7013,2760,4253,6414,2484,3930,629,254,375,609,244,365,20,10,10,,,,,,,,,,,,,,
117104,1,3,1,3,1,3,5,1,3,116,54,62,109,52,57,76,42,34,72,39,33,4,3,1,2,3,0,0,,,,,,,,,,
117140,1,3,1,1,1,3,5,1,3,5004,2004,3000,3600,1373,2227,680,277,403,672,275,397,8,2,6,49,7,10,1,455,580,450,555,17,24,15,22,15,23
117168,1,3,1,3,2,1,3,1,3,581,148,433,484,115,369,123,31,92,122,31,91,1,0,1,,,,,,,,,,,,,,
117283,1,5,3,3,1,3,5,3,3,69,28,41,25,8,17,6,1,5,6,1,5,0,0,0,0,0,0,0,,,,,,,,,,
117627,1,3,1,1,3,3,1,1,3,2726,874,1852,1801,555,1246,287,124,163,260,116,144,27,8,19,71,25,7,2,460,570,420,570,18,28,19,27,15,22
117751,1,2,1,1,1,3,2,5,3,1063,521,542,712,349,363,345,169,176,231,113,118,114,56,58,,,,,,,,,,,,,,
117946,1,2,1,1,1,3,5,1,3,19045,7702,11343,8727,3546,5181,1610,760,850,1606,759,847,4,1,3,292,18,220,14,620,700,630,720,28,32,29,35,26,31
118198,3,3,3,3,1,1,3,3,1,215,37,178,206,35,171,176,29,147,176,29,147,,,,,,,,,,,,,,,,,
118693,1,3,1,1,2,3,3,1,3,2134,1038,1096,1489,716,773,148,91,57,148,91,57,0,0,0,,,,,,,,,,,,,,
118888,1,2,1,2,1,3,5,1,3,847,44,803,676,2,674,39,0,39,39,,39,0,,0,2,5,2,5,728,743,650,670,30,31,32,33,25,26
119173,1,2,1,2,1,3,3,1,3,1710,58,1652,1541,49,1492,367,14,353,365,14,351,2,0,2,,,,,,,,,,,,,,
119270,2,3,1,2,2,1,2,1,1,350,227,123,275,186,89,116,92,24,97,78,19,19,14,5,,,,,,,,,,,,,,
119605,1,5,5,3,3,5,3,1,3,154,93,61,84,40,44,38,20,18,11,5,6,27,15,12,,,,,,,,,,,,,,
119775,1,3,1,3,3,1,3,1,3,189,97,92,115,61,54,15,8,7,14,8,6,1,0,1,,,,,,,,,,,,,,
120166,1,3,1,3,2,2,5,1,3,20,14,6,9,6,3,1,1,0,1,1,,0,0,,0,0,0,0,,,,,,,,,,
120254,5,5,1,2,1,3,5,1,3,6495,2629,3866,2484,905,1579,535,225,310,535,225,310,,,,154,29,119,22,670,740,670,750,30,33,31,35,27,32
120403,5,3,5,2,5,1,5,1,3,2284,592,1692,1823,427,1396,263,67,196,261,66,195,2,1,1,35,13,8,3,590,720,540,640,20,29,20,33,18,27
120537,1,5,1,2,1,3,5,1,3,723,256,467,289,102,187,105,37,68,105,37,68,0,0,0,3,3,1,1,510,530,490,650,,,,,,
120661,3,3,1,3,2,3,3,3,1,247,57,190,244,56,188,166,38,128,166,38,128,0,0,0,,,,,,,,,,,,,,
120768,1,1,1,5,5,3,3,5,5,23,1,22,3,0,3,1,,1,0,,0,1,,1,,,,,,,,,,,,,,
120865,1,2,1,2,5,2,2,1,3,1216,460,756,702,256,446,130,60,70,128,59,69,2,1,1,,,,,,,,,,,,,,
120883,1,3,1,2,1,1,5,1,3,10901,4161,6740,8645,3176,5469,781,321,460,779,320,459,2,1,1,226,29,67,9,560,680,560,700,24,32,23,33,22,30
121150,1,3,1,2,1,3,5,1,3,11855,4282,7573,6249,2211,4038,1024,400,624,1023,400,623,1,0,1,192,19,35,3,630,710,630,730,25,30,24,33,23,29
121257,1,3,1,2,1,3,3,1,3,3676,1243,2433,673,256,417,357,130,227,357,130,227,0,0,0,,,,,,,,,,,,,,
121309,1,3,1,1,1,3,5,5,3,3060,985,2075,2560,893,1667,662,235,427,662,235,427,0,0,0,98,15,64,10,600,680,570,670,22,30,22,33,22,28
121345,5,5,1,1,1,3,5,1,3,11620,4678,6942,771,336,435,451,196,255,451,196,255,0,0,0,166,37,129,29,730,770,740,800,33,35,34,36,31,35
121691,1,5,1,5,1,3,5,1,3,3746,1679,2067,3108,1338,1770,508,226,282,506,226,280,2,0,2,19,4,7,1,580,650,530,630,26,31,,,,
122409,1,3,1,1,3,3,3,3,3,67660,27423,40237,25646,9586,16060,5269,2074,3195,5233,2059,3174,36,15,21,,,,,,,,,,,,,,
122436,1,2,1,1,1,3,3,1,3,14326,5610,8716,7550,2821,4729,1166,476,690,1165,475,690,1,1,0,,,,,,,,,,,,,,
122506,1,2,1,2,1,1,3,1,3,422,222,200,196,111,85,49,30,19,49,30,19,,,,,,,,,,,,,,,,,
122597,1,3,1,1,3,3,3,3,3,27777,11095,16682,25809,10096,15713,3149,1289,1860,2952,1190,1762,197,99,98,,,,,,,,,,,,,,
122612,1,3,1,1,5,3,5,1,3,22372,7482,14890,15867,5035,10832,1452,461,991,1447,458,989,5,3,2,251,17,153,11,600,690,590,700,26,31,26,34,24,30
122728,1,2,1,2,5,3,2,5,3,666,270,396,518,210,308,176,76,100,170,73,97,6,3,3,,,,,,,,,,,,,,
122755,1,3,1,1,3,3,3,3,3,30441,15147,15294,25682,12162,13520,4222,2288,1934,4009,2157,1852,213,131,82,,,,,,,,,,,,,,
122931,1,5,1,1,1,3,5,1,3,16848,8131,8717,9095,4097,4998,1549,814,735,1549,814,735,0,0,0,357,23,242,16,650,720,680,770,30,33,,,,
123165,5,5,1,2,1,3,5,1,3,2952,0,2952,872,,872,328,,328,328,,328,0,,0,101,31,74,23,700,760,680,760,31,34,33,36,27,33
123280,1,2,1,3,1,3,2,1,3,5,4,1,5,4,1,3,2,1,3,2,1,0,0,0,,,,,,,,,,,,,,
123457,1,3,1,3,5,3,3,1,3,953,453,500,638,297,341,134,69,65,108,52,56,26,17,9,,,,,,,,,,,,,,
123554,1,3,1,1,1,3,3,1,3,3523,1531,1992,2469,1049,1420,421,192,229,415,189,226,6,3,3,,,,,,,,,,,,,,
123572,1,3,1,1,3,3,3,3,3,10598,4256,6342,9934,3922,6012,822,300,522,803,293,510,19,7,12,,,,,,,,,,,,,,
123651,1,2,1,2,5,3,5,1,3,2917,757,2160,2013,502,1511,500,131,369,499,131,368,1,0,1,59,12,23,5,500,610,480,590,19,25,,,,
123679,3,3,1,3,2,3,3,3,1,473,122,351,463,121,342,196,48,148,176,44,132,20,4,16,,,,,,,,,,,,,,
123952,1,3,1,5,1,5,5,1,3,424,185,239,275,120,155,30,15,15,30,15,15,,,,8,27,0,0,590,660,590,750,,,,,,
123961,1,3,1,1,1,1,5,1,3,71031,31418,39613,8884,4293,4591,3668,1737,1931,3664,1736,1928,4,1,3,1151,31,698,19,690,750,720,790,32,35,34,35,30,35
124292,1,5,1,1,1,5,1,5,5,261,116,145,217,95,122,131,63,68,131,63,68,,,,44,34,25,19,610,720,570,650,25,30,25,32,21,29
124706,3,3,1,3,2,3,3,3,1,429,91,338,425,90,335,182,36,146,182,36,146,,,,,,,,,,,,,,,,,
124937,3,3,1,3,2,3,3,3,1,208,53,155,204,53,151,170,44,126,170,44,126,0,0,0,,,,,,,,,,,,,,
125727,1,2,1,1,1,3,5,1,3,2344,805,1539,1851,622,1229,333,117,216,331,116,215,2,1,1,59,18,39,12,595,720,565,740,26,31,26,34,25,29
125763,1,3,1,1,1,3,5,1,3,2884,1357,1527,2379,1090,1289,277,136,141,275,134,141,2,2,0,30,11,24,9,590,680,530,660,23,28,22,31,19,27
125897,1,3,1,2,5,2,5,5,3,1453,573,877,916,343,573,116,46,70,115,45,70,1,1,0,0,0,,,,,,,,,,,,
126076,3,3,3,1,1,3,3,3,3,86,86,0,59,59,,56,56,,56,56,,,,,,,,,,,,,,,,,,
126182,1,1,1,2,3,3,5,2,3,1717,774,943,1714,774,940,318,180,138,295,163,132,23,17,6,78,25,32,10,460,570,460,570,18,23,16,23,16,22
126359,1,3,1,3,3,3,3,3,2,347,23,324,282,15,267,52,11,41,52,11,41,,,,,,,,,,,,,,,,,
126562,1,3,1,2,3,3,5,1,3,14428,5421,9007,10395,3814,6581,1688,684,1004,1560,642,918,128,42,86,490,29,158,9,520,630,510,620,21,28,20,28,18,26
126580,2,2,1,2,2,2,2,2,3,11900,4607,7293,11337,4369,6968,1409,663,746,1308,610,698,101,53,48,,,,,,,,,,,,,,
126614,1,2,1,1,2,3,5,1,3,54756,26061,28695,43576,19638,23938,6785,3690,3095,6632,3595,3037,153,95,58,2168,32,1114,16,590,690,580,700,25,31,24,33,24,30
126678,5,5,1,2,1,3,3,2,3,10975,4265,6710,1564,645,919,620,264,356,620,264,356,0,0,0,,,,,,,,,,,,,,
126687,3,3,1,3,2,3,3,3,1,358,63,295,297,55,242,174,26,148,174,26,148,,,,,,,,,,,,,,,,,
126775,1,2,1,1,5,3,5,1,3,12022,8010,4012,6838,4231,2607,1449,975,474,1448,974,474,1,1,0,765,53,449,31,650,720,660,750,29,33,27,34,28,33
126784,3,3,1,3,3,3,3,3,3,54,54,0,53,53,,47,47,,47,47,,,,,,,,,,,,,,,,,,
126818,1,2,1,2,1,3,5,1,3,31586,13008,18578,28314,11405,16909,5197,2215,2982,4997,2116,2881,200,99,101,1959,38,900,17,550,650,530,640,23,29,21,30,21,27
127060,1,2,1,2,1,3,5,1,3,22694,9310,13384,14440,5794,8646,1621,702,919,1600,689,911,21,13,8,385,24,436,27,610,700,590,690,27,31,26,34,25,29
127185,1,1,1,1,2,2,5,1,3,3795,1492,2303,3520,1377,2143,960,418,542,911,399,512,49,19,30,229,24,234,24,490,620,480,580,16,23,14,23,16,23
127556,1,5,1,5,5,3,5,1,3,8082,3280,4790,6485,2605,3872,1855,867,988,1734,808,926,121,59,62,838,45,245,13,480,610,468,590,19,26,18,26,17,25
127565,1,1,1,2,3,3,5,1,3,10402,4088,6314,10114,3954,6160,1961,942,1019,1462,687,775,499,255,244,585,32,153,8,460,580,450,560,18,24,17,24,16,24
127653,1,3,1,2,5,3,3,1,3,148,39,109,148,39,109,29,19,10,27,18,9,2,1,1,,,,,,,,,,,,,,
127741,1,2,1,2,3,3,1,1,3,10152,3379,6773,9252,2989,6263,1256,378,878,1249,375,874,7,3,4,362,29,103,8,490,620,480,590,19,27,18,27,17,26
127918,1,3,1,3,5,3,5,1,3,5959,1954,4005,4849,1510,3339,436,146,290,436,146,290,,,,109,25,87,20,520,640,510,630,21,28,21,28,20,27
127954,3,3,1,3,1,3,3,3,3,5,0,5,5,,5,4,,4,4,,4,,,,,,,,,,,,,,,,,
128106,1,5,1,2,3,3,5,1,3,2054,951,1103,2037,941,1096,603,313,290,523,273,250,80,40,40,261,44,54,9,470,570,470,560,18,25,18,25,16,24
128328,1,1,1,2,1,3,1,3,3,11687,7905,3782,1453,1002,451,1091,769,322,1091,769,322,,,,377,35,231,21,590,730,618,760,29,34,28,35,29,33
128391,5,5,5,5,5,5,5,1,3,3243,1646,1597,2947,1503,1444,456,252,204,455,251,204,1,1,0,169,37,50,11,530,630,510,600,21,26,21,25,20,26
128498,1,5,1,5,5,5,2,1,3,1494,647,847,1221,505,716,188,89,99,187,89,98,1,0,1,,,,,,,,,,,,,,
128586,3,3,2,1,1,3,3,3,3,31,31,0,23,23,,23,23,,23,23,,,,,,,,,,,,,,,,,,
128744,1,2,2,2,2,3,5,1,3,4940,1779,3161,3613,1230,2383,238,76,162,235,75,160,3,1,2,49,21,0,0,470,570,480,560,,,,,,
128771,1,1,1,1,1,3,5,1,3,6285,3077,3208,4703,2336,2367,1093,603,490,1065,586,479,28,17,11,565,52,15,1,490,600,460,580,19,26,18,24,18,26
128902,5,5,1,2,1,3,5,1,3,7682,3153,4529,3146,1113,2033,492,210,282,492,210,282,0,0,0,59,12,50,10,680,748,653,728,30,33,32,35,27,32
129020,1,5,1,1,2,3,1,1,3,36753,16234,20519,20433,8038,12395,3663,1635,2028,3649,1628,2021,14,7,7,1573,43,239,7,610,700,620,730,27,33,27,34,26,31
