UNITID,SNHCAT,OCCUPCAT,FACSTAT,SGTYPE,HRTOTLT,HRTOTLM,HRTOTLW,HRAIANT,HRAIANM,HRAIANW,HRASIAT,HRASIAM,HRASIAW,HRBKAAT,HRBKAAM,HRBKAAW,HRHISPT,HRHISPM,HRHISPW,HRNHPIT,HRNHPIM,HRNHPIW,HRWHITT,HRWHITM,HRWHITW,HR2MORT,HR2MORM,HR2MORW,HRUNKNT,HRUNKNM,HRUNKNW,HRNRALT,HRNRALM,HRNRALW
100654,10000,100,0,1,86,47,39,0,0,0,9,5,4,58,31,27,0,0,0,0,0,0,1,1,0,18,10,8,0,0,0,0,0,0
100663,10000,100,0,1,1205,463,742,3,2,1,64,32,32,328,103,225,27,12,15,1,0,1,581,232,349,24,6,18,39,8,31,138,68,70
100690,10000,100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
100706,10000,100,0,1,268,120,148,5,1,4,15,8,7,35,6,29,11,4,7,0,0,0,189,90,99,2,2,0,0,0,0,11,9,2
100724,10000,100,0,1,121,61,60,0,0,0,5,4,1,95,48,47,1,0,1,0,0,0,7,4,3,0,0,0,13,5,8,0,0,0
100733,10000,100,0,1,15,6,9,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,13,6,7,0,0,0,0,0,0,0,0,0
100751,10000,100,0,1,901,362,539,1,0,1,32,15,17,201,63,138,31,12,19,1,0,1,583,240,343,9,1,8,5,3,2,38,28,10
100760,10000,100,0,1,20,10,10,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,16,10,6,0,0,0,0,0,0,0,0,0
100812,10000,100,0,1,31,14,17,0,0,0,2,1,1,6,4,2,0,0,0,0,0,0,21,7,14,1,1,0,0,0,0,1,1,0
100830,10000,100,0,1,101,37,64,0,0,0,3,0,3,30,12,18,0,0,0,0,0,0,55,20,35,0,0,0,6,1,5,7,4,3
100858,10000,100,0,1,378,182,196,2,2,0,9,6,3,48,20,28,16,6,10,0,0,0,249,111,138,7,3,4,3,1,2,44,33,11
100937,10000,100,0,1,61,23,38,0,0,0,4,2,2,13,6,7,2,0,2,0,0,0,38,13,25,0,0,0,4,2,2,0,0,0
101028,10000,100,0,1,21,9,12,0,0,0,0,0,0,10,1,9,1,0,1,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0
101116,10000,100,0,1,3,2,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
101143,10000,100,0,1,19,6,13,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,14,4,10,0,0,0,0,0,0,0,0,0
101161,10000,100,0,1,57,15,42,0,0,0,0,0,0,6,1,5,1,1,0,0,0,0,47,12,35,2,0,2,1,1,0,0,0,0
101189,10000,100,0,1,58,20,38,0,0,0,1,0,1,13,7,6,1,0,1,0,0,0,38,9,29,1,1,0,0,0,0,4,3,1
101240,10000,100,0,1,67,23,44,1,1,0,0,0,0,13,2,11,1,1,0,0,0,0,50,18,32,1,1,0,1,0,1,0,0,0
101286,10000,100,0,1,48,18,30,0,0,0,0,0,0,11,2,9,1,0,1,0,0,0,36,16,20,0,0,0,0,0,0,0,0,0
101295,10000,100,0,1,47,13,34,0,0,0,0,0,0,5,3,2,2,0,2,0,0,0,40,10,30,0,0,0,0,0,0,0,0,0
101301,10000,100,0,1,17,7,10,0,0,0,0,0,0,13,5,8,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0
101365,10000,100,0,1,5,1,4,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
101435,10000,100,0,1,29,12,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,8,10,0,0,0,10,3,7,0,0,0
101462,10000,100,0,1,15,7,8,0,0,0,0,0,0,5,3,2,1,1,0,0,0,0,5,2,3,2,0,2,2,1,1,0,0,0
101471,10000,100,0,1,47,32,15,1,1,0,0,0,0,17,8,9,0,0,0,0,0,0,28,23,5,1,0,1,0,0,0,0,0,0
101480,10000,100,0,1,92,37,55,1,1,0,3,1,2,9,4,5,2,1,1,0,0,0,71,28,43,0,0,0,2,0,2,4,2,2
101505,10000,100,0,1,36,17,19,0,0,0,0,0,0,15,7,8,1,1,0,0,0,0,20,9,11,0,0,0,0,0,0,0,0,0
101514,10000,100,0,1,60,22,38,2,1,1,0,0,0,6,2,4,1,0,1,0,0,0,45,16,29,0,0,0,6,3,3,0,0,0
101569,10000,100,0,1,17,9,8,0,0,0,0,0,0,11,5,6,0,0,0,0,0,0,4,3,1,0,0,0,2,1,1,0,0,0
101587,10000,100,0,1,38,16,22,0,0,0,0,0,0,10,3,7,0,0,0,0,0,0,8,3,5,0,0,0,20,10,10,0,0,0
101602,10000,100,0,1,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,6,0,0,0,0,0,0,0,0,0
101648,10000,100,0,1,8,5,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,2,2,1,1,0,1,0,1,0,0,0
101675,10000,100,0,1,19,14,5,0,0,0,0,0,0,19,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101693,10000,100,0,1,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0
101709,10000,100,0,1,55,24,31,1,0,1,1,0,1,9,2,7,1,0,1,0,0,0,42,22,20,1,0,1,0,0,0,0,0,0
101736,10000,100,0,1,46,19,27,0,0,0,0,0,0,8,3,5,1,0,1,0,0,0,36,15,21,1,1,0,0,0,0,0,0,0
101879,10000,100,0,1,67,40,27,0,0,0,2,0,2,11,9,2,2,1,1,0,0,0,46,26,20,3,1,2,2,2,0,1,1,0
101897,10000,100,0,1,17,4,13,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,14,4,10,1,0,1,0,0,0,0,0,0
101912,10000,100,0,1,72,32,40,0,0,0,0,0,0,58,22,36,4,4,0,0,0,0,6,6,0,0,0,0,4,0,4,0,0,0
101994,10000,100,0,1,8,3,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0
102030,10000,100,0,1,39,16,23,0,0,0,0,0,0,24,6,18,1,0,1,0,0,0,12,8,4,2,2,0,0,0,0,0,0,0
102049,10000,100,0,1,156,59,97,0,0,0,4,1,3,26,15,11,3,0,3,0,0,0,119,42,77,1,1,0,3,0,3,0,0,0
102067,10000,100,0,1,36,15,21,1,1,0,0,0,0,13,3,10,1,0,1,0,0,0,19,11,8,2,0,2,0,0,0,0,0,0
102076,10000,100,0,1,18,8,10,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,16,7,9,0,0,0,0,0,0,0,0,0
102094,10000,100,0,1,261,108,153,2,2,0,17,9,8,55,16,39,1,0,1,0,0,0,178,77,101,3,2,1,5,2,3,0,0,0
102234,10000,100,0,1,32,16,16,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,22,9,13,0,0,0,2,1,1,1,1,0
102270,10000,100,0,1,29,16,13,0,0,0,0,0,0,29,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102298,10000,100,0,1,53,23,30,0,0,0,2,2,0,44,17,27,1,1,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0
102313,10000,100,0,1,30,10,20,0,0,0,0,0,0,20,7,13,0,0,0,0,0,0,4,2,2,1,0,1,5,1,4,0,0,0
102368,10000,100,0,1,140,54,86,1,0,1,2,1,1,16,3,13,0,0,0,0,0,0,106,44,62,0,0,0,7,3,4,8,3,5
102377,10000,100,0,1,11,6,5,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
102395,10000,100,0,1,14,4,10,0,0,0,0,0,0,4,1,3,1,1,0,0,0,0,7,1,6,1,0,1,1,1,0,0,0,0
102429,10000,100,0,1,16,5,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,5,10,0,0,0,0,0,0,0,0,0
102553,10000,100,0,1,162,64,98,12,6,6,6,2,4,3,0,3,15,4,11,1,0,1,100,42,58,14,4,10,9,5,4,2,1,1
102614,10000,100,0,1,193,91,102,10,3,7,8,3,5,2,2,0,12,6,6,0,0,0,121,56,65,10,4,6,18,9,9,12,8,4
102632,10000,100,0,1,35,15,20,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,25,11,14,5,1,4,1,0,1,0,0,0
102669,10000,100,0,1,31,6,25,3,0,3,2,0,2,0,0,0,1,0,1,0,0,0,23,5,18,2,1,1,0,0,0,0,0,0
102845,10000,100,0,1,57,16,41,1,0,1,2,1,1,2,0,2,5,0,5,0,0,0,46,15,31,1,0,1,0,0,0,0,0,0
103529,10000,100,0,1,25,7,18,1,0,1,0,0,0,2,0,2,3,0,3,1,1,0,15,5,10,1,0,1,2,1,1,0,0,0
103893,10000,100,0,1,31,8,23,0,0,0,1,0,1,6,0,6,7,2,5,0,0,0,15,5,10,1,0,1,1,1,0,0,0,0
103909,10000,100,0,1,25,8,17,2,0,2,0,0,0,6,4,2,5,1,4,0,0,0,11,2,9,1,1,0,0,0,0,0,0,0
103927,10000,100,0,1,13,1,12,1,0,1,0,0,0,2,0,2,4,1,3,1,0,1,5,0,5,0,0,0,0,0,0,0,0,0
103963,10000,100,0,1,14,12,2,0,0,0,1,1,0,1,1,0,5,4,1,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0
104151,10000,100,0,1,2279,914,1365,28,13,15,96,37,59,94,36,58,340,112,228,5,1,4,799,284,515,49,20,29,669,297,372,199,114,85
104160,10000,100,0,1,40,14,26,0,0,0,0,0,0,1,1,0,14,3,11,0,0,0,14,7,7,1,1,0,10,2,8,0,0,0
104179,10000,100,0,1,494,217,277,5,2,3,30,13,17,25,8,17,131,47,84,2,0,2,231,108,123,8,3,5,9,6,3,53,30,23
104346,10000,100,0,1,38,17,21,0,0,0,0,0,0,1,0,1,12,5,7,0,0,0,20,9,11,3,2,1,2,1,1,0,0,0
104425,10000,100,0,1,63,31,32,0,0,0,1,1,0,5,3,2,12,8,4,0,0,0,36,15,21,1,1,0,5,2,3,3,1,2
104577,10000,100,0,1,18,5,13,1,0,1,0,0,0,1,1,0,2,0,2,0,0,0,14,4,10,0,0,0,0,0,0,0,0,0
104586,10000,100,0,1,120,79,41,0,0,0,6,4,2,1,0,1,11,9,2,1,0,1,72,46,26,5,2,3,14,8,6,10,10,0
104708,10000,100,0,1,73,33,40,0,0,0,2,1,1,6,2,4,23,12,11,2,1,1,34,14,20,1,1,0,5,2,3,0,0,0
104717,10000,100,0,1,295,146,149,1,0,1,4,3,1,34,15,19,78,36,42,1,1,0,157,77,80,10,7,3,7,6,1,3,1,2
105136,10000,100,0,1,49,13,36,4,0,4,3,1,2,6,2,4,10,4,6,0,0,0,18,4,14,1,0,1,7,2,5,0,0,0
105145,10000,100,0,1,42,14,28,1,1,0,2,1,1,2,1,1,11,2,9,0,0,0,23,8,15,0,0,0,3,1,2,0,0,0
105154,10000,100,0,1,84,33,51,4,2,2,2,0,2,11,5,6,21,8,13,1,1,0,40,15,25,0,0,0,5,2,3,0,0,0
105206,10000,100,0,1,41,16,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,31,12,19,2,0,2,7,4,3,0,0,0
105215,10000,100,0,1,8,5,3,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0
105297,10000,100,0,1,25,13,12,22,11,11,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
105330,10000,100,0,1,474,213,261,28,15,13,25,11,14,18,8,10,47,17,30,0,0,0,299,130,169,8,4,4,24,9,15,25,19,6
105349,10000,100,0,1,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,4,3,1,0,0,0
105428,10000,100,0,1,66,21,45,2,1,1,1,1,0,3,1,2,27,8,19,0,0,0,31,10,21,0,0,0,2,0,2,0,0,0
105525,10000,100,0,1,124,57,67,1,0,1,2,0,2,5,2,3,48,18,30,1,1,0,61,34,27,1,0,1,5,2,3,0,0,0
105534,10000,100,0,1,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,2,0,2,0,0,0,0,0,0
105543,10000,100,0,1,7,1,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0
105589,10000,100,0,1,9,5,4,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0
105659,10000,100,0,1,15,10,5,2,2,0,0,0,0,3,1,2,4,3,1,0,0,0,4,3,1,2,1,1,0,0,0,0,0,0
105668,10000,100,0,1,53,18,35,2,0,2,3,1,2,4,2,2,15,5,10,0,0,0,28,10,18,0,0,0,1,0,1,0,0,0
105747,10000,100,0,1,21,9,12,1,0,1,1,0,1,1,0,1,2,2,0,0,0,0,15,6,9,1,1,0,0,0,0,0,0,0
105792,10000,100,0,1,15,8,7,0,0,0,3,2,1,0,0,0,4,2,2,0,0,0,6,3,3,0,0,0,1,0,1,1,1,0
105899,10000,100,0,1,35,22,13,0,0,0,0,0,0,1,1,0,6,2,4,0,0,0,27,18,9,1,1,0,0,0,0,0,0,0
106041,10000,100,0,1,12,10,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0
106148,10000,100,0,1,94,41,53,1,1,0,1,1,0,6,5,1,6,4,2,0,0,0,75,29,46,1,0,1,4,1,3,0,0,0
106245,10000,100,0,1,111,49,62,0,0,0,5,2,3,32,9,23,1,1,0,0,0,0,68,33,35,2,1,1,0,0,0,3,3,0
106263,10000,100,0,1,465,189,276,1,0,1,11,4,7,106,41,65,26,10,16,4,2,2,228,88,140,6,1,5,26,12,14,57,31,26
106306,10000,100,0,1,28,13,15,0,0,0,0,0,0,26,12,14,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
106397,10000,100,0,1,742,336,406,6,3,3,31,17,14,50,21,29,65,28,37,2,1,1,486,213,273,29,13,16,4,1,3,69,39,30
106412,10000,100,0,1,86,38,48,1,0,1,5,3,2,74,30,44,2,1,1,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0
106449,10000,100,0,1,42,19,23,0,0,0,2,1,1,1,1,0,1,1,0,1,0,1,36,16,20,1,0,1,0,0,0,0,0,0
106458,10000,100,0,1,187,81,106,1,0,1,0,0,0,39,9,30,9,5,4,0,0,0,123,55,68,0,0,0,8,6,2,7,6,1
106467,10000,100,0,1,84,46,38,1,1,0,4,3,1,2,2,0,3,3,0,0,0,0,73,36,37,0,0,0,0,0,0,1,1,0
106485,10000,100,0,1,72,36,36,0,0,0,1,1,0,15,4,11,5,3,2,0,0,0,49,27,22,0,0,0,0,0,0,2,1,1
106546,10000,100,0,1,12,1,11,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0
106625,10000,100,0,1,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,10,0,0,0,0,0,0,0,0,0
106704,10000,100,0,1,199,81,118,0,0,0,4,0,4,21,8,13,8,2,6,0,0,0,148,64,84,10,3,7,0,0,0,8,4,4
106713,10000,100,0,1,9,6,3,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0
106795,10000,100,0,1,13,2,11,0,0,0,0,0,0,2,1,1,2,0,2,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0
106810,10000,100,0,1,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0
106883,10000,100,0,1,22,10,12,0,0,0,0,0,0,5,0,5,1,1,0,0,0,0,15,8,7,1,1,0,0,0,0,0,0,0
106980,10000,100,0,1,19,8,11,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,17,7,10,0,0,0,0,0,0,0,0,0
106999,10000,100,0,1,19,6,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,6,12,0,0,0,0,0,0,0,0,0
107044,10000,100,0,1,55,28,27,0,0,0,1,1,0,6,4,2,1,1,0,0,0,0,45,21,24,2,1,1,0,0,0,0,0,0
107071,10000,100,0,1,8,3,5,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0
107080,10000,100,0,1,52,18,34,1,0,1,0,0,0,5,3,2,3,0,3,0,0,0,42,15,27,0,0,0,0,0,0,1,0,1
107141,10000,100,0,1,41,12,29,1,0,1,1,0,1,4,2,2,5,0,5,0,0,0,24,9,15,2,0,2,1,0,1,3,1,2
107318,10000,100,0,1,22,5,17,0,0,0,0,0,0,5,1,4,2,1,1,0,0,0,15,3,12,0,0,0,0,0,0,0,0,0
107327,10000,100,0,1,26,8,18,0,0,0,0,0,0,8,4,4,1,0,1,0,0,0,17,4,13,0,0,0,0,0,0,0,0,0
107460,10000,100,0,1,29,11,18,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,26,9,17,0,0,0,0,0,0,0,0,0
107512,10000,100,0,1,33,18,15,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,28,16,12,0,0,0,0,0,0,0,0,0
107521,10000,100,0,1,28,11,17,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0,23,7,16,1,1,0,0,0,0,0,0,0
107549,10000,100,0,1,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6,0,0,0,0,0,0,0,0,0
107558,10000,100,0,1,27,13,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23,10,13,3,2,1,0,0,0,0,0,0
107585,10000,100,0,1,31,9,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30,9,21,0,0,0,0,0,0,0,0,0
107600,10000,100,0,1,21,10,11,0,0,0,1,1,0,16,6,10,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
107619,10000,100,0,1,16,5,11,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0
107637,10000,100,0,1,24,6,18,0,0,0,0,0,0,14,2,12,0,0,0,0,0,0,10,4,6,0,0,0,0,0,0,0,0,0
107664,10000,100,0,1,51,25,26,0,0,0,3,2,1,17,6,11,0,0,0,0,0,0,29,16,13,1,1,0,1,0,1,0,0,0
107725,10000,100,0,1,14,5,9,0,0,0,0,0,0,3,0,3,2,0,2,0,0,0,9,5,4,0,0,0,0,0,0,0,0,0
107743,10000,100,0,1,9,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7,0,0,0,0,0,0,0,0,0
107840,10000,100,0,1,25,7,18,0,0,0,0,0,0,23,7,16,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
107877,10000,100,0,1,19,8,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,8,10,0,0,0,0,0,0,0,0,0
107974,10000,100,0,1,21,11,10,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,16,9,7,0,0,0,0,0,0,0,0,0
107983,10000,100,0,1,78,36,42,0,0,0,7,4,3,12,5,7,1,1,0,0,0,0,57,25,32,1,1,0,0,0,0,0,0,0
107992,10000,100,0,1,21,6,15,0,0,0,0,0,0,6,1,5,0,0,0,1,1,0,14,4,10,0,0,0,0,0,0,0,0,0
108056,10000,100,0,1,9,3,6,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0
108092,10000,100,0,1,72,27,45,3,0,3,2,1,1,4,1,3,4,1,3,0,0,0,57,23,34,0,0,0,1,0,1,1,1,0
108232,10000,100,0,1,83,38,45,1,1,0,10,6,4,8,3,5,9,6,3,1,1,0,49,18,31,3,2,1,2,1,1,0,0,0
108667,10000,100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
108807,10000,100,0,1,21,11,10,0,0,0,0,0,0,0,0,0,9,4,5,1,1,0,9,4,5,1,1,0,1,1,0,0,0,0
108852,10000,100,0,1,4,2,2,0,0,0,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108861,10000,100,0,1,4,3,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
108870,10000,100,0,1,33,15,18,0,0,0,5,0,5,6,4,2,8,6,2,0,0,0,13,4,9,1,1,0,0,0,0,0,0,0
109040,10000,100,0,1,20,6,14,0,0,0,4,3,1,1,0,1,8,1,7,0,0,0,4,0,4,0,0,0,3,2,1,0,0,0
109208,10000,100,0,1,50,20,30,0,0,0,5,4,1,5,2,3,10,4,6,1,0,1,24,8,16,1,1,0,4,1,3,0,0,0
109350,10000,100,0,1,57,21,36,0,0,0,1,0,1,8,3,5,21,7,14,0,0,0,25,11,14,2,0,2,0,0,0,0,0,0
109651,10000,100,0,1,39,19,20,0,0,0,5,3,2,2,2,0,15,6,9,0,0,0,16,7,9,0,0,0,1,1,0,0,0,0
109785,10000,100,0,1,66,27,39,1,1,0,8,2,6,3,1,2,14,5,9,0,0,0,27,12,15,11,5,6,2,1,1,0,0,0
109819,10000,100,0,1,89,30,59,2,0,2,5,2,3,7,3,4,29,9,20,0,0,0,37,15,22,1,0,1,2,1,1,6,0,6
109907,10000,100,0,1,11,5,6,0,0,0,1,1,0,2,0,2,2,1,1,0,0,0,5,2,3,0,0,0,1,1,0,0,0,0
110060,10000,100,0,1,14,11,3,0,0,0,7,6,1,2,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110097,10000,100,0,1,128,54,74,0,0,0,28,10,18,10,7,3,35,15,20,0,0,0,50,19,31,0,0,0,2,2,0,3,1,2
110219,10000,100,0,1,102,17,85,0,0,0,4,2,2,16,3,13,32,5,27,2,0,2,45,7,38,3,0,3,0,0,0,0,0,0
110246,10000,100,0,1,40,22,18,1,1,0,5,3,2,5,3,2,5,2,3,0,0,0,22,12,10,2,1,1,0,0,0,0,0,0
110316,10000,100,0,1,57,15,42,0,0,0,7,2,5,8,3,5,15,6,9,0,0,0,19,3,16,4,1,3,4,0,4,0,0,0
110334,10000,100,0,1,18,7,11,1,0,1,1,0,1,1,1,0,6,1,5,0,0,0,9,5,4,0,0,0,0,0,0,0,0,0
110361,10000,100,0,1,81,36,45,0,0,0,11,7,4,9,3,6,15,4,11,2,0,2,40,20,20,4,2,2,0,0,0,0,0,0
110370,10000,100,0,1,56,23,33,2,2,0,13,3,10,6,3,3,12,5,7,0,0,0,20,9,11,3,1,2,0,0,0,0,0,0
110398,10000,100,0,1,50,14,36,1,1,0,9,4,5,3,1,2,6,1,5,0,0,0,24,7,17,6,0,6,1,0,1,0,0,0
110404,10000,100,0,1,632,376,256,1,0,1,81,45,36,26,13,13,126,55,71,1,0,1,174,111,63,17,5,12,21,13,8,185,134,51
110413,10000,100,0,1,107,46,61,0,0,0,6,2,4,4,2,2,44,21,23,1,0,1,44,18,26,5,1,4,3,2,1,0,0,0
110422,10000,100,0,1,302,164,138,1,0,1,18,11,7,12,6,6,80,49,31,1,1,0,147,71,76,12,4,8,16,8,8,15,14,1
110468,10000,100,0,1,29,11,18,0,0,0,0,0,0,3,1,2,1,0,1,0,0,0,21,9,12,3,0,3,1,1,0,0,0,0
110486,10000,100,0,1,119,55,64,1,0,1,8,3,5,8,3,5,59,30,29,0,0,0,31,16,15,4,0,4,4,2,2,4,1,3
110495,10000,100,0,1,117,45,72,0,0,0,7,1,6,6,3,3,32,9,23,2,2,0,50,20,30,7,3,4,2,1,1,11,6,5
110501,10000,100,0,1,89,30,59,0,0,0,20,6,14,5,0,5,24,7,17,1,0,1,32,13,19,7,4,3,0,0,0,0,0,0
110510,10000,100,0,1,228,83,145,1,0,1,13,5,8,12,5,7,71,26,45,0,0,0,48,16,32,3,0,3,75,30,45,5,1,4
110529,10000,100,0,1,249,94,155,0,0,0,47,19,28,25,7,18,117,40,77,1,0,1,38,14,24,5,4,1,8,4,4,8,6,2
110538,10000,100,0,1,221,87,134,7,3,4,18,6,12,13,7,6,45,15,30,1,1,0,119,47,72,4,0,4,4,4,0,10,4,6
110547,10000,100,0,1,149,66,83,0,0,0,18,8,10,35,15,20,53,24,29,1,0,1,28,12,16,4,3,1,6,3,3,4,1,3
110556,10000,100,0,1,173,75,98,0,0,0,20,6,14,11,6,5,56,20,36,1,1,0,49,22,27,2,1,1,24,13,11,10,6,4
110565,10000,100,0,1,299,116,183,1,0,1,42,12,30,18,7,11,138,52,86,0,0,0,66,29,37,12,6,6,8,6,2,14,4,10
110574,10000,100,0,1,134,45,89,0,0,0,39,15,24,12,3,9,32,10,22,3,2,1,29,8,21,10,2,8,8,4,4,1,1,0
110583,10000,100,0,1,339,149,190,0,0,0,55,21,34,32,10,22,129,55,74,0,0,0,77,36,41,16,5,11,18,13,5,12,9,3
110592,10000,100,0,1,217,83,134,0,0,0,28,8,20,21,10,11,102,36,66,0,0,0,34,16,18,5,1,4,12,5,7,15,7,8
110608,10000,100,0,1,286,117,169,0,0,0,30,11,19,15,4,11,132,53,79,0,0,0,75,34,41,8,1,7,21,12,9,5,2,3
110617,10000,100,0,1,280,102,178,3,1,2,55,18,37,27,11,16,58,13,45,3,2,1,97,41,56,10,3,7,25,12,13,2,1,1
110635,10000,100,0,1,1897,887,1010,4,1,3,290,128,162,122,46,76,299,144,155,3,1,2,653,270,383,67,23,44,92,52,40,367,222,145
110644,10000,100,0,1,2126,839,1287,4,1,3,325,120,205,108,41,67,426,153,273,9,6,3,750,286,464,75,19,56,105,48,57,324,165,159
110653,10000,100,0,1,1626,651,975,5,1,4,343,127,216,62,26,36,456,169,287,3,1,2,433,171,262,47,16,31,67,37,30,210,103,107
110662,10000,100,0,1,4311,1568,2743,8,2,6,678,264,414,336,109,227,1481,434,1047,11,6,5,1032,394,638,141,43,98,190,78,112,434,238,196
110671,10000,100,0,1,807,367,440,2,0,2,73,35,38,55,22,33,260,88,172,0,0,0,195,96,99,19,9,10,51,27,24,152,90,62
110680,10000,100,0,1,3185,1279,1906,6,3,3,508,187,321,130,46,84,707,218,489,6,3,3,1077,428,649,98,28,70,121,58,63,532,308,224
110699,10000,100,0,1,2373,869,1504,1,0,1,662,213,449,139,41,98,308,104,204,8,2,6,643,249,394,102,35,67,105,37,68,405,188,217
110705,10000,100,0,1,747,355,392,3,2,1,59,20,39,34,10,24,180,86,94,1,1,0,296,129,167,22,9,13,35,11,24,117,87,30
110714,10000,100,0,1,672,287,385,3,2,1,55,19,36,33,13,20,169,62,107,0,0,0,303,134,169,31,16,15,35,18,17,43,23,20
110778,10000,100,0,1,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
111081,10000,100,0,1,58,26,32,0,0,0,6,4,2,8,5,3,12,7,5,0,0,0,18,5,13,2,0,2,12,5,7,0,0,0
111188,10000,100,0,1,53,24,29,1,1,0,10,4,6,6,1,5,10,3,7,0,0,0,24,14,10,1,1,0,1,0,1,0,0,0
111391,10000,100,0,1,10,2,8,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,6,1,5,1,1,0,0,0,0,0,0,0
111434,10000,100,0,1,12,5,7,0,0,0,3,0,3,0,0,0,2,2,0,0,0,0,4,2,2,0,0,0,3,1,2,0,0,0
111461,10000,100,0,1,36,17,19,0,0,0,3,0,3,1,0,1,13,6,7,1,1,0,16,9,7,1,1,0,1,0,1,0,0,0
