UNITID,TUITION1,FEE1,HRCHG1,TUITION2,FEE2,HRCHG2,TUITION3,FEE3,HRCHG3,TUITION5,FEE5,HRCHG5,TUITION6,FEE6,HRCHG6,TUITION7,FEE7,HRCHG7,ISPROF1,ISPFEE1,OSPROF1,OSPFEE1,ISPROF2,ISPFEE2,OSPROF2,OSPFEE2,ISPROF3,ISPFEE3,OSPROF3,OSPFEE3,ISPROF4,ISPFEE4,OSPROF4,OSPFEE4,ISPROF5,ISPFEE5,OSPROF5,OSPFEE5,ISPROF6,ISPFEE6,OSPROF6,OSPFEE6,ISPROF7,ISPFEE7,OSPROF7,OSPFEE7,ISPROF8,ISPFEE8,OSPROF8,OSPFEE8,ISPROF9,ISPFEE9,OSPROF9,OSPFEE9,CHG1AT0,CHG1AF0,CHG1AY0,CHG1AT1,CHG1AF1,CHG1AY1,CHG1AT2,CHG1AF2,CHG1AY2,CHG1AT3,CHG1AF3,CHG1AY3,CHG1TGTD,CHG1FGTD,CHG2AT0,CHG2AF0,CHG2AY0,CHG2AT1,CHG2AF1,CHG2AY1,CHG2AT2,CHG2AF2,CHG2AY2,CHG2AT3,CHG2AF3,CHG2AY3,CHG2TGTD,CHG2FGTD,CHG3AT0,CHG3AF0,CHG3AY0,CHG3AT1,CHG3AF1,CHG3AY1,CHG3AT2,CHG3AF2,CHG3AY2,CHG3AT3,CHG3AF3,CHG3AY3,CHG3TGTD,CHG3FGTD,CHG4AY0,CHG4AY1,CHG4AY2,CHG4AY3,CHG5AY0,CHG5AY1,CHG5AY2,CHG5AY3,CHG6AY0,CHG6AY1,CHG6AY2,CHG6AY3,CHG7AY0,CHG7AY1,CHG7AY2,CHG7AY3,CHG8AY0,CHG8AY1,CHG8AY2,CHG8AY3,CHG9AY0,CHG9AY1,CHG9AY2,CHG9AY3
101675,11164,1550,470,11164,1550,470,11164,1550,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10632,1500,12132,11164,1300,12464,11164,1550,12714,11164,1550,12714,,,10632,1500,12132,11164,1300,12464,11164,1550,12714,11164,1550,12714,,,10632,1500,12132,11164,1300,12464,11164,1550,12714,11164,1550,12714,,,200,250,250,250,7254,7348,7348,7348,2832,2832,2832,2832,10845,10845,10845,10845,2992,2992,2992,2992,2992,2992,2992,2992
101693,23160,1695,830,23160,1695,830,23160,1695,830,11260,380,550,11260,380,550,11260,380,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21620,1610,23230,22250,1610,23860,22700,1610,24310,23160,1695,24855,,,21620,1610,23230,22250,1610,23860,22700,1610,24310,23160,1695,24855,,,21620,1610,23230,22250,1610,23860,22700,1610,24310,23160,1695,24855,,,1800,1800,1800,1800,9600,9700,9886,10088,4750,4750,4750,4750,9000,9000,9000,9000,4800,4800,4800,4800,4800,4800,4800,4800
101709,12090,1620,403,12090,1620,403,25110,1620,837,10512,1404,438,10512,1404,438,25128,1404,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12090,670,12760,12090,1618,13708,12090,1620,13710,12090,1620,13710,,,12090,670,12760,12090,1618,13708,12090,1620,13710,12090,1620,13710,,,25110,670,25780,25110,1618,26728,25110,1620,26730,25110,1620,26730,,,1020,1020,1020,1020,9330,9810,9810,9936,3180,3180,3180,3180,9330,9810,9810,9810,3180,3180,5984,3180,3380,3380,6085,3380
101736,3690,1141,123,3690,1141,123,7380,1141,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3870,841,4711,3930,841,4771,3990,841,4831,3690,1141,4831,,,3870,841,4711,3930,841,4771,3990,841,4831,3690,1141,4831,,,7740,841,8581,7860,841,8701,7980,841,8821,7380,1141,8521,,,1785,2000,1600,1600,,,,,,,,,5500,5500,5625,5500,5230,4370,2460,4370,5230,5826,2310,3060
101879,9600,1020,320,9600,1020,320,19200,1020,640,6600,540,370,6600,540,370,13320,540,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310,1832,10142,9600,1020,10620,9600,1020,10620,9600,1020,10620,,,8310,1832,10142,9600,1020,10620,9600,1020,10620,9600,1020,10620,,,16620,1832,18452,19200,1020,20220,19200,1020,20220,19200,1020,20220,,,1500,1500,1500,1500,7670,7830,7966,7966,2800,2800,2800,2800,7670,7830,7966,7966,2800,2800,2800,2800,2800,2800,2800,2800
101897,3690,1170,123,3690,1170,123,7380,1470,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3870,870,4740,3930,870,4800,3990,870,4860,3690,1170,4860,,,3870,870,4740,3930,870,4800,3990,870,4860,3690,1170,4860,,,7740,870,8610,7860,870,8730,7980,870,8850,7380,1470,8850,,,2400,2400,2400,2400,,,,,,,,,3500,3500,3500,3500,1000,1000,1000,2400,2000,2000,2000,2400
101912,18974,1016,767,18974,1016,767,18974,1016,767,13680,836,570,13680,836,570,13680,836,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18786,1006,19792,18974,1016,19990,18974,1016,19990,18974,1016,19990,,,18786,1006,19792,18974,1016,19990,18974,1016,19990,18974,1016,19990,,,18786,1006,19792,18974,1016,19990,18974,1016,19990,18974,1016,19990,,,1500,1500,1200,1200,9700,9374,9374,9374,6370,6900,6800,8000,9600,9374,10820,12840,6450,6900,7752,8370,6450,6900,6800,8000
101994,3690,1200,123,3690,1200,123,7380,1200,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3870,930,4800,3930,930,4860,3990,930,4920,3690,1200,4890,,,3870,930,4800,3930,930,4860,3990,930,4920,3690,1200,4890,,,7740,930,8670,7860,930,8790,7980,930,8910,7380,1200,8580,,,1125,1125,1125,1125,,,,,,,,,5000,5000,5000,5000,1500,1500,1500,1500,1500,1500,1500,1500
102030,3690,1170,123,3690,1170,123,7380,1170,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3870,870,4740,3930,870,4800,3990,870,4860,3690,1170,4860,,,3870,870,4740,3930,870,4800,3990,870,4860,3690,1170,4860,,,7740,870,8610,7860,870,8730,7980,870,8850,7380,1170,8550,,,1500,1500,2000,2000,,,,,,,,,3000,3000,4000,6150,3500,3500,2700,3000,3500,3500,2700,2700
102049,34410,950,1151,34410,950,1151,34410,950,1151,20935,640,906,20935,640,906,20935,640,906,,,,,,,,,,,,,,,,,,,,,34554,640,34554,640,,,,,,,,,22650,640,22650,640,30800,850,31650,32000,850,32850,33248,950,34198,34410,950,35360,,,30800,850,31650,32000,850,32850,33248,950,34198,34410,950,35360,,,30800,850,31650,32000,850,32850,33248,950,34198,34410,950,35360,,,1000,1000,1000,1000,10500,10980,11260,11260,4713,4804,4856,4894,9850,10800,11250,11250,5300,5350,5452,5490,5150,5250,5302,5340
102067,3690,897,123,3690,897,123,7380,897,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3870,597,4467,3930,611,4541,3990,570,4560,3690,897,4587,,,3870,597,4467,3930,611,4541,3990,570,4560,3690,897,4587,,,8310,597,8907,7860,611,8471,7980,570,8550,7380,897,8277,,,3000,2000,2000,2000,,,,,,,,,8400,9000,9000,9000,3000,4050,4050,4050,3000,3320,3320,3320
102076,3936,1408,123,3936,1408,123,7872,1408,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3870,930,4800,3930,1020,4950,4256,1088,5344,3936,1408,5344,,,3870,930,4800,3930,1020,4950,4256,1088,5344,3936,1408,5344,,,7740,930,8670,7860,1020,8880,8512,1088,9600,7872,1408,9280,,,2250,2250,2735,2735,3611,3611,4675,4675,3029,3042,3939,3939,5825,5850,7575,7575,3029,3042,3939,3939,3029,3042,3939,3939
102094,8256,500,344,8256,500,344,16512,500,688,8226,200,457,8226,200,457,16452,200,914,,,,,,,,,31934,886,63868,886,,,,,,,,,,,,,,,,,,,,,,,,,7896,500,8396,7896,500,8396,7896,500,8396,8256,500,8756,,,7896,500,8396,7896,500,8396,7896,500,8396,8256,500,8756,,,15792,500,16292,15792,500,16292,15792,500,16292,16512,500,17012,,,1300,1300,1200,1300,8512,9178,9020,8150,4390,4916,5370,4762,8512,9178,9020,9020,4390,4916,5370,4762,4390,4916,5370,4762
102234,21100,0,734,21100,0,734,21100,0,734,7704,0,428,7704,0,428,7704,0,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37078,2386,39464,38190,2458,40648,39336,2532,41868,21100,0,21100,,,37078,2386,39464,38190,2458,40648,39336,2532,41868,21100,0,21100,,,37078,2386,39464,38190,2458,40648,39336,2532,41868,21100,0,21100,,,1500,1500,1750,1750,13462,13652,14062,11440,3250,3262,2863,2714,16124,16474,17552,15888,3992,3992,3496,2788,5282,3992,3496,3162
102270,9548,1844,398,9548,1844,398,9548,1844,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9548,1544,11092,9548,1744,11292,9548,1744,11292,9548,1844,11392,,,9548,1544,11092,9548,1744,11292,9548,1744,11292,9548,1844,11392,,,9548,1544,11092,9548,1744,11292,9548,1744,11292,9548,1844,11392,,,1017,2034,1000,2034,9564,10194,10054,10054,4572,4572,3300,4572,9564,10194,10054,10054,4572,4572,3300,4572,4572,4572,3300,4572
102298,12130,1756,650,12130,1756,650,12130,1756,650,16000,650,650,16000,650,650,16000,650,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12130,1441,13571,12130,1716,13846,12130,1736,13866,12130,1756,13886,,,12130,1441,13571,12130,1716,13846,12130,1736,13866,12130,1756,13886,,,12130,1441,13571,12130,1716,13846,12130,1736,13866,12130,1756,13886,,,1370,1570,1200,1200,6704,6704,6704,8934,2100,2100,2100,3700,3200,3200,3200,3200,2100,2100,2100,3700,2100,2100,2100,3700
102313,3690,1080,123,3690,1080,123,7380,1080,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3870,780,4650,3930,780,4710,3990,780,4770,3690,1080,4770,,,3870,780,4650,3930,780,4710,3990,780,4770,3690,1080,4770,,,7740,780,8520,7860,780,8640,7980,780,8760,7380,1080,8460,,,2000,1800,2000,2000,,,,,,,,,4950,4950,4950,4950,4000,4000,4000,4000,4000,4000,4000,4000
102368,9312,0,388,9312,0,388,18624,0,776,8550,0,475,8550,0,475,17100,0,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800,1108,8908,7800,1108,8908,7800,1108,8908,9312,0,9312,,,7800,1108,8908,7800,1108,8908,7800,1108,8908,9312,0,9312,,,15600,1108,16708,15600,1108,16708,15600,1108,16708,18624,0,18624,,,1138,1300,1300,1300,6804,6804,6904,7599,3297,4766,4766,4766,6008,7586,7586,10342,5474,6766,6766,4766,5474,6766,6766,4766
102377,19594,3020,833,19594,3020,833,19594,3020,833,20378,3020,1367,20378,3020,1367,20378,3020,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41170,3020,41170,3020,,,,,19210,2960,22170,19594,3020,22614,19594,3020,22614,19594,3020,22614,,,19210,2960,22170,19594,3020,22614,19594,3020,22614,19594,3020,22614,,,19210,2960,22170,19594,3020,22614,19594,3020,22614,19594,3020,22614,,,1656,1812,1812,1812,9650,9844,9844,9844,5907,6480,7654,7654,9858,10055,10055,10055,6353,6480,7654,7654,4950,3681,4855,4855
102395,17424,0,484,17424,0,484,17424,0,484,19440,0,720,19440,0,720,19440,0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16418,0,16418,16418,0,16418,16418,0,16418,16418,0,16418,,,16418,0,16418,16418,0,16418,16418,0,16418,16418,0,16418,,,16418,0,16418,16418,0,16418,16418,0,16418,16418,0,16418,,,1006,1006,1006,1006,,,,,,,,,18060,18060,18060,18060,3000,3000,3000,3000,3000,3000,3000,3000
102429,3936,1278,123,3936,1278,123,7872,1278,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4128,958,5086,4192,958,5150,4256,958,5214,3936,1278,5214,,,4128,958,5086,4192,958,5150,4256,958,5214,3936,1278,5214,,,8256,958,9214,8384,958,9342,8512,958,9470,7872,1278,9150,,,1400,1400,1400,1400,4576,4576,4576,4576,5616,5616,5616,5616,7650,7650,7650,7650,4888,5788,6488,6488,4888,5788,6488,6488
102553,7224,1526,258,7224,1526,258,23072,2156,824,10773,1375,513,10773,1375,513,22659,1837,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6552,1425,7977,6804,1299,8103,7224,1398,8622,7224,1398,8622,,,6552,1425,7977,6804,1299,8103,7224,1398,8622,7224,1398,8622,,,21644,1572,23216,26152,1932,28084,23072,2156,25228,23072,2156,25228,,,1440,1440,1320,1320,11878,11878,12662,12662,5292,5292,7000,8276,9922,9922,9868,9868,6002,6002,8486,9763,6002,6002,8486,9763
102580,10200,700,425,10200,700,425,10200,700,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,600,9600,9000,700,9700,9000,700,9700,10200,700,10900,,,9000,600,9600,9000,700,9700,9000,700,9700,10200,700,10900,,,9000,600,9600,9000,700,9700,9000,700,9700,10200,700,10900,,,600,400,400,400,5704,5800,6000,6000,4080,4178,3371,3556,8975,9173,10144,10168,5847,5977,4930,4846,4080,4178,4930,4846
102614,7296,1925,262,7296,1925,262,23087,2567,828,11265,1693,539,11265,1693,539,23095,2153,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5088,1569,6657,5352,1728,7080,5616,1560,7176,5616,1632,7248,,,5088,1569,6657,5352,1728,7080,5616,1560,7176,5616,1632,7248,,,18024,2194,20218,18936,2280,21216,19200,2112,21312,19200,2184,21384,,,2000,2000,2000,2000,8974,10440,10540,10540,2650,2650,2650,2650,12050,12050,12050,12050,4250,4250,4250,4250,4250,4250,4250,4250
102632,7121,1573,258,7121,1573,258,22742,2208,824,10876,1442,513,10876,1442,513,22875,1908,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5616,1476,7092,5352,1344,6696,5616,1344,6960,5616,1344,6960,,,5616,1476,7092,5352,1344,6696,5616,1344,6960,5616,1344,6960,,,17928,1928,19856,18936,1896,20832,19200,1896,21096,19200,1896,21096,,,1400,1400,1400,1400,9200,9200,9800,9800,2448,2448,2448,2448,10872,10872,10872,10872,3716,3716,3716,3716,3716,3716,3716,3716
102669,20350,410,848,20350,410,848,20350,410,848,11700,410,650,11700,410,650,11700,410,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20350,410,20760,20350,410,20760,20350,410,20760,20350,410,20760,,,20350,410,20760,20350,410,20760,20350,410,20760,20350,410,20760,,,20350,410,20760,20350,410,20760,20350,410,20760,20350,410,20760,,,1200,1200,1200,1200,8330,8330,8300,8300,4410,4410,4410,4410,16200,17200,17500,17500,4410,4410,4410,4410,4410,4350,4410,4410
102845,17208,0,,17208,0,,17208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22655,0,22655,18161,0,18161,18711,0,18711,17289,0,17289,,,22655,0,22655,18161,0,18161,18711,0,18711,17289,0,17289,,,22655,0,22655,18161,0,18161,18711,0,18711,17289,0,17289,,,,,,,,,,,,,,,6998,7187,7223,7295,7891,8104,8145,8226,7891,8104,8145,8226
104151,10710,638,765,10710,638,765,28800,638,1200,11720,888,837,11720,888,837,23544,888,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27170,888,46414,888,10104,718,10822,10710,628,11338,10710,628,11338,10710,638,11348,,,10104,718,10822,10710,628,11338,10710,628,11338,10710,638,11348,,,27618,718,28336,28800,628,29428,28800,628,29428,28800,638,29438,,,1148,1171,1300,1300,12648,13164,13510,13696,3430,3430,3430,3430,9684,9684,9684,9974,4412,4412,4412,4412,4412,4412,4412,4412
104160,2700,0,90,2700,0,90,11250,0,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520,200,2720,2580,200,2780,2640,200,2840,2700,200,2900,,,2520,200,2720,2580,200,2780,2640,200,2840,2700,200,2900,,,9510,200,9710,9570,200,9770,9630,200,9830,11250,200,11450,,,2000,2000,2000,2000,6678,6678,6810,7702,5981,5981,5981,5981,5580,5580,5580,5580,8471,8471,8471,8471,8471,8471,8471,8471
104179,10990,1414,785,10990,1414,785,33739,1414,1406,12106,1354,865,12106,1354,865,32290,1354,1794,,,,,,,,,34588,1354,54722,1354,,,,,,,,,26306,1354,46490,1354,,,,,30600,1354,47600,1354,24500,1354,29000,1354,11077,1390,12467,11299,1412,12711,11299,1437,12736,11299,1437,12736,0,0,11077,1390,12467,11299,1412,12711,11299,1437,12736,11299,1437,12736,0,0,34976,1390,36366,35326,1412,36738,35821,1437,37258,35821,1437,37258,0,0,800,800,900,900,12550,13050,13450,13450,3400,3500,3600,3600,10350,10350,10900,10900,5700,5800,5600,5600,3400,3500,3600,3600
104346,2580,0,86,2580,0,86,5160,0,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580,0,2580,2580,0,2580,2580,0,2580,2580,0,2580,,,2580,0,2580,2580,0,2580,2580,0,2580,2580,0,2580,,,11100,0,11100,5160,0,5160,5160,0,5160,5160,0,5160,,,1600,1600,1600,1600,7700,7764,7300,7300,2800,2800,2815,2800,7700,7764,7300,7000,2800,2800,2815,2800,2800,2800,2815,2800
104425,2184,0,91,2184,0,91,6240,0,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,0,2040,2112,0,2112,2184,0,2184,2184,0,2184,,,2040,0,2040,2112,0,2112,2184,0,2184,2184,0,2184,,,6240,0,6240,6240,0,6240,6240,0,6240,6240,0,6240,,,1800,1800,1800,1800,7272,7362,7272,7362,2791,2791,2791,2791,11082,11082,11082,12072,3426,3426,3426,3426,3426,3426,3426,3426
104577,2160,0,90,2160,0,90,9120,0,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,0,2700,2700,0,2700,2700,0,2700,2160,0,2160,,,2700,0,2700,2700,0,2700,2700,0,2700,2160,0,2160,,,11400,0,11400,9120,0,9120,9120,0,9120,9120,0,9120,,,850,992,992,1006,6790,7835,7835,9100,4455,3646,3708,3760,6790,7835,11212,11368,4455,5346,6376,6466,4455,3646,4824,4892
104586,37512,1454,1563,37512,1454,1563,37512,1454,1563,18756,1454,1563,18756,1454,1563,18756,1454,1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34392,1262,35654,35424,1284,36708,36456,1408,37864,37512,1454,38966,,,34392,1262,35654,35424,1284,36708,36456,1408,37864,37512,1454,38966,,,34392,1262,35654,35424,1284,36708,36456,1408,37864,37512,1454,38966,,,1400,1400,1400,1400,11394,11718,12174,12736,4598,4710,4822,4934,11394,11718,12174,12736,4598,4710,4822,4934,4598,4710,4822,4934
104665,,,,,,,,,,26500,975,,26500,975,,26500,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104708,2040,30,85,2040,30,85,7824,30,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,7824,30,7854,7824,30,7854,7824,30,7854,7824,30,7854,,,1424,1464,1472,1464,,,,,,,,,8532,8964,9216,8496,7596,8280,8532,10476,7596,8280,8532,10476
104717,16401,788,469,16401,788,469,16401,788,469,10621,917,590,10621,917,590,10621,917,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500,550,17050,16500,1300,17800,16500,1300,17800,16500,1300,17800,,,16500,550,17050,16500,1300,17800,16500,1300,17800,16500,1300,17800,,,16500,550,17050,16500,1300,17800,16500,1300,17800,16500,1300,17800,,,800,800,800,800,8550,7800,7800,7800,5700,5700,5700,5700,8550,7800,7800,7800,5700,5700,5700,5700,5700,5700,5700,5700
105145,2040,30,85,2040,30,85,7824,30,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,7824,30,7854,7824,30,7854,7824,30,7854,7824,30,7854,,,1424,1464,1472,1464,,,,,,,,,8532,8964,9216,8496,7596,8280,8532,10476,7596,8280,8532,10476
105154,2040,30,85,2040,30,85,7824,30,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,7824,30,7854,7824,30,7854,7824,30,7854,7824,30,7854,,,1424,1464,1472,1464,,,,,,,,,8532,8964,9216,8496,7596,8280,8532,10476,7596,8280,8532,10476
105206,1944,192,81,1944,192,81,6804,192,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944,168,2112,1944,168,2112,1944,168,2112,1944,192,2136,,,1944,168,2112,1944,168,2112,1944,168,2112,1944,192,2136,,,6804,168,6972,6804,168,6972,6804,168,6972,6816,192,7008,,,810,810,720,720,,,,,,,,,8309,8000,7940,7960,4546,4480,3720,3760,4546,4480,3720,3760
105297,1320,90,55,1320,90,55,1320,90,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320,90,1410,1320,90,1410,1320,90,1410,1320,90,1410,,,1320,90,1410,1320,90,1410,1320,90,1410,1320,90,1410,,,1320,90,1410,1320,90,1410,1320,90,1410,1320,90,1410,,,1400,1400,1400,1400,4240,4940,4940,4940,4950,4950,4950,4950,4610,4610,4610,4610,7260,7260,7260,7260,7260,7260,7260,7260
105330,10381,1146,761,10381,1146,761,16600,1161,1058,10724,831,546,10724,831,546,19266,859,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10390,1174,11564,10650,1246,11896,10650,1246,11896,10650,1246,11896,0,,10390,1174,11564,10650,1246,11896,10650,1246,11896,10650,1246,11896,0,,24654,1174,25828,25270,1246,26516,25396,1246,26642,25396,1246,26642,0,,1000,1000,1000,900,10282,10534,11106,11338,4420,4720,4720,4720,10334,10646,10646,10914,4640,4720,4720,4720,4640,4720,4720,4720
105349,1948,480,65,1948,480,82,9370,480,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776,480,2256,1900,480,2380,1948,480,2428,1948,480,2428,,,1776,480,2256,1900,480,2380,1948,480,2428,1948,480,2428,,,8520,480,9000,8880,480,9360,9371,480,9851,9370,480,9850,,,1400,1400,1400,1400,,,,,,,,,8076,8076,8076,8076,5500,5500,5500,5500,5500,5500,5500,5500
105367,12641,640,499,12641,640,499,12641,640,499,11253,740,649,11253,740,649,11253,740,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105428,2040,30,85,2040,30,85,7824,30,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,7824,30,7854,7824,30,7854,7824,30,7854,7824,30,7854,,,1424,1464,1472,1464,,,,,,,,,8532,8964,9216,8496,7596,8280,8532,10476,7596,8280,8532,10476
105525,2088,162,87,2088,162,87,7404,162,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,162,2142,2028,162,2190,2088,162,2250,2088,162,2250,,,1980,162,2142,2028,162,2190,2088,162,2250,2088,162,2250,,,7296,162,7458,7344,162,7506,7404,162,7566,7404,162,7566,,,1920,1920,1920,1920,,,,,,,,,9346,9780,9780,9780,3000,3084,3084,3084,3000,3084,3084,3084
105589,32976,1665,1374,32976,1665,1374,32976,1665,1374,14880,495,620,14880,495,620,14880,495,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29880,1605,31485,30888,1665,32553,31944,1725,33669,32976,1725,34701,,,29880,1605,31485,30888,1665,32553,31944,1725,33669,32976,1725,34701,,,29880,1605,31485,30888,1665,32553,31944,1725,33669,32976,1725,34701,,,982,360,360,1018,9322,9528,9528,9520,1506,1444,1444,1923,7022,8162,8252,8162,1506,1534,1444,1923,1506,1534,1444,1923
105668,2040,30,85,2040,30,85,7824,30,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,7824,30,7854,7824,30,7854,7824,30,7854,7824,30,7854,,,1424,1464,1472,1464,,,,,,,,,7584,7968,8192,7552,4512,5120,5280,3456,4512,5120,5280,3456
105747,2040,30,85,2040,30,85,7824,30,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,7824,30,7854,7824,30,7854,7824,30,7854,7824,30,7854,,,1424,1464,1472,1464,,,,,,,,,8532,8964,9216,8496,7596,8280,8532,10476,7596,8280,8532,10476
105792,2040,30,85,2040,30,85,7824,30,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,7824,30,7854,7824,30,7854,7824,30,7854,7824,30,7854,,,1424,1464,1472,1464,,,,,,,,,8532,8964,9216,8496,7596,8280,8532,10476,7596,8280,8532,10476
105899,28874,1750,1203,28874,1750,1203,28874,1750,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25476,1320,26796,26240,1650,27890,27500,1750,29250,28874,1750,30624,,,25476,1320,26796,26240,1650,27890,27500,1750,29250,28874,1750,30624,,,25476,1320,26796,26240,1650,27890,27500,1750,29250,28874,1750,30624,,,1200,1400,1600,1600,10674,11200,12000,12000,4000,5000,5000,5200,10000,10500,11000,11000,5000,6000,6000,6200,5000,6000,6200,6200
106148,2600,0,108,2600,0,108,9332,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360,0,2360,2492,0,2492,2600,0,2600,2600,0,2600,,,2360,0,2360,2492,0,2492,2600,0,2600,2600,0,2600,,,8998,0,8998,9080,0,9080,9332,0,9332,9332,0,9332,,,1600,1600,1160,1160,10248,10556,10175,10378,2238,2306,2306,2364,8678,8938,11250,11532,2238,2306,2306,2364,2238,2306,2306,2364
106245,6495,3017,217,6495,3017,217,18750,3017,625,5760,1834,320,5760,1834,320,13050,1834,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10681,3012,23436,3012,6600,2944,9544,6600,2944,9544,5729,2637,8366,5729,2637,8366,,,6600,2944,9544,6600,2944,9544,5729,2637,8366,5729,2637,8366,,,18810,2944,21754,18810,2944,21754,16320,2637,18957,16320,2637,18957,,,1500,1500,1250,1250,8260,8556,9162,9162,4769,4630,6059,6059,6652,8811,11324,11324,5898,5670,7793,7793,5898,5670,5674,5674
