UNITID,TUITION1,FEE1,HRCHG1,TUITION2,FEE2,HRCHG2,TUITION3,FEE3,HRCHG3,TUITION5,FEE5,HRCHG5,TUITION6,FEE6,HRCHG6,TUITION7,FEE7,HRCHG7,ISPROF1,ISPFEE1,OSPROF1,OSPFEE1,ISPROF2,ISPFEE2,OSPROF2,OSPFEE2,ISPROF3,ISPFEE3,OSPROF3,OSPFEE3,ISPROF4,ISPFEE4,OSPROF4,OSPFEE4,ISPROF5,ISPFEE5,OSPROF5,OSPFEE5,ISPROF6,ISPFEE6,OSPROF6,OSPFEE6,ISPROF7,ISPFEE7,OSPROF7,OSPFEE7,ISPROF8,ISPFEE8,OSPROF8,OSPFEE8,ISPROF9,ISPFEE9,OSPROF9,OSPFEE9,CHG1AT0,CHG1AF0,CHG1AY0,CHG1AT1,CHG1AF1,CHG1AY1,CHG1AT2,CHG1AF2,CHG1AY2,CHG1AT3,CHG1AF3,CHG1AY3,CHG1TGTD,CHG1FGTD,CHG2AT0,CHG2AF0,CHG2AY0,CHG2AT1,CHG2AF1,CHG2AY1,CHG2AT2,CHG2AF2,CHG2AY2,CHG2AT3,CHG2AF3,CHG2AY3,CHG2TGTD,CHG2FGTD,CHG3AT0,CHG3AF0,CHG3AY0,CHG3AT1,CHG3AF1,CHG3AY1,CHG3AT2,CHG3AF2,CHG3AY2,CHG3AT3,CHG3AF3,CHG3AY3,CHG3TGTD,CHG3FGTD,CHG4AY0,CHG4AY1,CHG4AY2,CHG4AY3,CHG5AY0,CHG5AY1,CHG5AY2,CHG5AY3,CHG6AY0,CHG6AY1,CHG6AY2,CHG6AY3,CHG7AY0,CHG7AY1,CHG7AY2,CHG7AY3,CHG8AY0,CHG8AY1,CHG8AY2,CHG8AY3,CHG9AY0,CHG9AY1,CHG9AY2,CHG9AY3
139968,2563,1226,107,2563,1226,107,9469,1226,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501,1166,3667,2563,1226,3789,2563,1226,3789,2563,1226,3789,,,2501,1166,3667,2563,1226,3789,2563,1226,3789,2563,1226,3789,,,9238,1166,10404,9469,1226,10695,9469,1226,10695,9469,1226,10695,,,1320,1340,1340,1350,8408,8666,9167,9257,3511,3026,3026,2726,5345,6593,6593,6230,3985,3864,3864,4333,3985,2650,2650,2692
139986,2400,726,100,2400,726,100,4800,726,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2136,706,2842,2400,726,3126,2400,726,3126,2400,726,3126,,,2136,706,2842,2400,726,3126,2400,726,3126,2400,726,3126,,,4276,706,4982,4800,726,5526,4800,726,5526,4800,726,5526,,,3000,3000,3000,1350,,,,,,,,,7512,7512,7512,8607,4920,4920,4920,4320,4920,4920,4920,4320
139995,11990,750,,11990,750,,11990,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11700,0,11700,11700,0,11700,11970,0,11970,11990,750,12740,0,,11700,0,11700,11700,0,11700,11970,0,11970,11990,750,12740,0,,11700,0,11700,11700,0,11700,11970,0,11970,11990,750,12740,0,,0,0,0,0,,,,,,,,,8500,8500,8500,8500,4500,4500,4500,4500,3960,3960,3960,3960
140003,9750,175,225,9750,175,225,9750,175,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9750,175,9925,9750,175,9925,9750,175,9925,9750,175,9925,,,9750,175,9925,9750,175,9925,9750,175,9925,9750,175,9925,,,9750,175,9925,9750,175,9925,9750,175,9925,9750,175,9925,,,2300,2400,2005,2400,,,,,,,,,10000,10200,10004,12000,6550,6700,6785,7119,4500,4650,4800,5759
140012,2400,836,100,2400,836,100,4800,836,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2136,836,2972,2400,836,3236,2400,836,3236,2400,836,3236,,,2136,836,2972,2400,836,3236,2400,836,3236,2400,836,3236,,,4272,836,5108,4800,836,5636,4800,836,5636,4800,836,5636,,,1750,1750,1750,1750,,,,,,,,,15678,15678,15678,17019,5256,7006,7006,12722,5256,7006,7006,12722
140146,,,,,,,,,,14000,2272,847,14000,2272,847,14000,2272,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140234,32000,840,1325,32000,840,1325,32000,840,1325,21430,55,756,21430,55,756,21430,55,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30170,330,30500,31200,340,31540,32000,370,32370,32000,840,32840,,,30170,330,30500,31200,340,31540,32000,370,32370,32000,840,32840,,,30170,330,30500,31200,340,31540,32000,370,32370,32000,840,32840,,,1000,1000,1000,1000,11830,11970,12260,12260,2850,2850,2850,2850,13634,13634,11500,11500,3050,3050,3050,3050,3050,3050,3050,3050
140243,3000,666,100,3000,666,100,6000,666,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670,666,3336,3000,666,3666,3000,666,3666,3000,666,3666,,,2670,666,3336,3000,666,3666,3000,666,3666,3000,666,3666,,,5340,666,6006,6000,666,6666,6000,666,6666,6000,666,6666,,,1100,850,875,875,,,,,,,,,5779,8873,9072,9362,2879,4885,4885,4650,2879,4885,4885,4650
140252,12420,1491,276,12420,1491,276,12420,1491,276,8532,1491,316,8532,1491,316,8532,1491,316,29625,1491,29625,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11205,1491,12696,11610,1491,13101,12105,1491,13596,12420,1491,13911,,,11205,1491,12696,11610,1491,13101,12105,1491,13596,12420,1491,13911,,,11205,1491,12696,11610,1491,13101,12105,1491,13596,12420,1491,13911,,,2400,2400,2400,2400,14400,14400,14400,14400,9600,9600,9600,9600,14400,14400,14400,14400,9600,9600,9600,9600,5100,5100,5100,5100
140331,2400,802,100,2400,802,100,4800,802,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2136,680,2816,2400,720,3120,2400,720,3120,2400,802,3202,,,2136,680,2816,2400,720,3120,2400,720,3120,2400,802,3202,,,4272,680,4952,4800,720,5520,4800,720,5520,4800,802,5602,,,1050,1100,1350,1200,,,,,,,,,6982,7249,8538,8482,4031,4328,4128,4264,4031,4328,4128,4264
140340,13320,880,585,13320,880,585,13320,880,585,10800,880,675,10800,880,675,10800,880,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13130,870,14000,13320,880,14200,13320,880,14200,13320,880,14200,,,13130,870,14000,13320,880,14200,13320,880,14200,13320,880,14200,,,13130,870,14000,13320,880,14200,13320,880,14200,13320,880,14200,,,0,0,0,0,,,,,,,,,10314,10314,11232,9243,5805,5805,6318,5202,8064,8064,8775,2601
140447,29024,300,967,29024,300,967,29024,300,967,15244,300,847,15244,300,847,15244,300,847,,,,,,,,,42286,300,42286,300,,,,,,,,,39109,300,39109,300,,,,,,,,,41168,300,41168,300,36594,300,36894,37508,300,37808,37508,300,37808,38446,300,38746,,,36594,300,36894,37508,300,37808,37508,300,37808,38446,300,38746,,,36594,300,36894,37508,300,37808,37508,300,37808,38446,300,38746,,,1200,1200,1200,1200,11616,12036,13070,13438,2778,2778,2778,2778,12522,12036,13070,13438,2778,2778,2778,2778,2778,2778,2778,2778
140553,27038,2430,1115,27038,2430,1115,27038,2430,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25368,2206,27574,26508,2339,28847,27038,2430,29468,27038,2430,29468,,,25368,2206,27574,26508,2339,28847,27038,2430,29468,27038,2430,29468,,,25368,2206,27574,26508,2339,28847,27038,2430,29468,27038,2430,29468,,,2088,2053,2000,2000,13438,14041,14272,14272,3959,3959,3960,3960,13438,14041,14272,14272,3959,3959,3960,3960,2000,2000,3960,3960
140562,,,,,,,,,,23314,6418,950,23314,6418,950,23314,6418,950,,,,,,,,,44501,7120,44501,7120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140678,2400,622,100,2400,622,100,4800,622,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2136,602,2738,2400,602,3002,2400,622,3022,2400,622,3022,,,2136,602,2738,2400,602,3002,2400,622,3022,2400,622,3022,,,4272,602,4874,4800,602,5402,4800,622,5422,4800,622,5422,,,837,837,837,837,4000,4000,4000,4000,2756,2808,2851,2905,4016,4024,3997,4023,6416,6537,6635,6762,5496,5600,5685,5793
140696,42474,280,1780,42474,280,1780,42474,280,1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37820,280,38100,39300,280,39580,40880,280,41160,42474,280,42754,,,37820,280,38100,39300,280,39580,40880,280,41160,42474,280,42754,,,37820,280,38100,39300,280,39580,40880,280,41160,42474,280,42754,,,1200,1200,1200,1200,13200,13400,13800,14200,2750,2750,2750,2750,13200,13400,13800,14200,4000,4000,4000,4000,4000,4000,4000,4000
140720,12706,1890,529,12706,1890,529,12706,1890,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14206,1890,16096,14206,1890,16096,12705,1890,14595,12706,1890,14596,,,14206,1890,16096,14206,1890,16096,12705,1890,14595,12706,1890,14596,,,14206,1890,16096,14206,1890,16096,12705,1890,14595,12706,1890,14596,,,1000,1000,2500,2500,6662,6662,6662,7512,3024,3024,3024,3024,6662,6662,6662,7512,3024,3024,3024,3024,2154,2154,3024,3024
140818,28120,220,1011,28120,220,1011,28120,220,1011,10800,220,600,10800,220,600,10800,220,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25720,200,25920,26492,200,26692,27300,220,27520,28120,220,28340,,,25720,200,25920,26492,200,26692,27300,220,27520,28120,220,28340,,,25720,200,25920,26492,200,26692,27300,220,27520,28120,220,28340,,,1500,1544,1544,1544,10168,10524,10850,11200,2890,2890,2890,2890,9200,9700,9700,9700,2890,2890,2890,2890,2890,2890,2890,2890
140827,19400,0,,19400,0,,19400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19400,0,19400,19400,0,19400,19400,0,19400,19400,0,19400,0,,19400,0,19400,19400,0,19400,19400,0,19400,19400,0,19400,0,,19400,0,19400,19400,0,19400,19400,0,19400,19400,0,19400,0,,3000,3599,3000,3000,,,,,,,,,16428,18389,29400,29400,7558,8468,9647,9647,6912,7176,7247,7247
140872,25180,1000,857,25180,1000,857,25180,1000,857,9756,250,542,9756,250,542,9756,250,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22400,900,23300,23300,1000,24300,24228,1000,25228,25180,1000,26180,,,22400,900,23300,23300,1000,24300,24228,1000,25228,25180,1000,26180,,,22400,900,23300,23300,1000,24300,24228,1000,25228,25180,1000,26180,,,1400,1400,1500,1500,9800,9800,11440,11440,6200,6200,6200,6200,8400,8400,8400,8400,6200,6200,6200,6200,6200,6200,6200,6200
140942,2400,642,100,2400,642,100,4800,642,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2136,608,2744,2400,622,3022,2400,642,3042,2400,642,3042,,,2136,608,2744,2400,622,3022,2400,642,3042,2400,642,3042,,,4272,608,4880,4800,622,5422,4800,642,5442,4800,642,5442,,,1300,1416,1444,1626,,,,,,,,,9810,9981,11457,11754,2430,2817,3069,2970,2430,2817,3069,2970
140951,38340,500,852,38340,500,852,38340,500,852,39240,500,872,39240,500,872,39240,500,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630,500,37130,37575,500,38075,37575,500,38075,38340,500,38840,,,36630,500,37130,37575,500,38075,37575,500,38075,38340,500,38840,,,36630,500,37130,37575,500,38075,37575,500,38075,38340,500,38840,,,2025,2070,1890,1917,14550,15162,14979,15348,3738,3654,3573,3735,11358,11712,12105,12714,3738,3654,3573,3735,3612,3726,3678,3585
140960,4064,1838,169,4064,1838,169,9241,1838,616,3588,1838,196,3588,1838,196,13068,1838,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3965,1778,5743,3965,1778,5743,4064,1838,5902,4064,1838,5902,,,3965,1778,5743,3965,1778,5743,4064,1838,5902,4064,1838,5902,,,14426,1778,16204,14426,1778,16204,14786,1838,16624,9241,1838,11079,,,1600,1600,1600,1600,7762,7762,7762,7762,2150,2150,2150,2150,8142,7762,7762,7762,2450,2450,2450,2450,2450,2450,2450,2450
140988,22380,430,550,22380,430,550,22380,430,550,12600,200,525,12600,200,525,12600,200,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21940,430,22370,21940,430,22370,22380,430,22810,22380,430,22810,,,21940,430,22370,21940,430,22370,22380,430,22810,22380,430,22810,,,21940,430,22370,21940,430,22370,22380,430,22810,22380,430,22810,,,1200,1300,1200,1200,9400,9400,9400,9400,2160,2160,2160,2160,10450,10450,10450,10450,6501,6501,6501,6501,3735,3735,3735,3735
141006,3000,692,100,3000,692,100,6000,692,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,662,3662,3000,662,3662,3000,662,3662,3000,692,3692,,,3000,662,3662,3000,662,3662,3000,662,3662,3000,692,3692,,,6000,662,6662,6000,662,6662,6000,662,6662,6000,692,6692,,,750,750,500,500,5200,5400,5400,5400,1300,1400,1400,3346,5500,5500,5500,7250,3600,3600,3600,6692,2200,2300,2300,4531
141060,25249,2932,1050,25249,2932,1050,25249,2932,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25151,3913,29064,25942,4030,29972,23348,2418,25766,25249,2932,28181,,,25151,3913,29064,25942,4030,29972,23348,2418,25766,25249,2932,28181,,,25151,3913,29064,25942,4030,29972,23348,2418,25766,25249,2932,28181,,,3000,3000,2000,1500,13865,14338,14768,15063,7000,7000,7000,3500,13865,14338,12870,15063,7000,7000,7000,3500,7000,7000,7000,3500
141167,10800,280,450,10800,280,450,10800,280,450,13050,280,725,13050,280,725,13050,280,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16940,1000,17940,15940,1000,16940,15940,1030,16970,10800,280,11080,,,16940,1000,17940,15940,1000,16940,15940,1030,16970,10800,280,11080,,,16940,1000,17940,15940,1000,16940,15940,1030,16970,10800,280,11080,,,1000,2000,2000,2000,7040,7040,7040,7040,2200,2200,2200,2200,5320,5320,5320,9900,2200,2200,2200,12060,1980,1980,1980,1980
141185,21490,0,895,21490,0,895,21490,0,895,12240,0,510,12240,0,510,12240,0,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21974,770,22744,22414,770,23184,21120,0,21120,21490,0,21490,,,21974,770,22744,22414,770,23184,21120,0,21120,21490,0,21490,,,21974,770,22744,22414,770,23184,21120,0,21120,21490,0,21490,,,1000,1000,1200,1200,8330,8496,8500,8500,5318,5424,2700,3500,6704,6838,7000,7800,5568,5680,5800,6600,5568,5680,4100,4100
141237,21792,1060,908,21792,1060,908,21792,1060,908,6912,1060,384,6912,1060,384,6912,1060,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19320,910,20230,20112,1010,21122,20928,1010,21938,21792,1060,22852,,,19320,910,20230,20112,1010,21122,20928,1010,21938,21792,1060,22852,,,19320,910,20230,20112,1010,21122,20928,1010,21938,21792,1060,22852,,,1600,1600,1600,1600,7550,7852,8160,8412,3500,3500,3500,3500,7550,7852,8160,8412,3500,3500,3500,3500,3500,3500,3500,3500
141255,2400,752,100,2400,752,100,4800,752,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2136,662,2798,2400,752,3152,2400,752,3152,2400,752,3152,,,2136,662,2798,2400,752,3152,2400,752,3152,2400,752,3152,,,4272,662,4934,4800,752,5552,4800,752,5552,4800,752,5552,,,1276,1276,1276,1276,,,,,,,,,7875,7875,7108,5112,2248,2256,4238,5814,2248,2256,4238,5814
141264,4371,2212,182,4371,2212,182,15426,2212,643,4572,2212,254,4572,2212,254,16470,2212,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4264,2146,6410,4371,2212,6583,4371,2212,6583,4371,2212,6583,,,4264,2146,6410,4371,2212,6583,4371,2212,6583,4371,2212,6583,,,15049,2146,17195,15425,2212,17637,15425,2212,17637,15426,2212,17638,,,1200,1200,1200,1200,8198,8272,8476,8770,5032,4690,4854,5242,8568,8950,9296,9670,5032,4690,4446,5242,5032,4690,4854,5242
141325,25190,1200,596,25190,1200,596,25190,1200,596,11531,0,641,11531,0,641,11531,0,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000,1000,23000,22770,1200,23970,23990,1200,25190,25190,1200,26390,,,22000,1000,23000,22770,1200,23970,23990,1200,25190,25190,1200,26390,,,22000,1000,23000,22770,1200,23970,23990,1200,25190,25190,1200,26390,,,,,,,9860,10060,10365,10676,2000,2000,2500,2500,9960,10060,10365,10676,2000,2000,2500,2500,2000,2000,2500,2500
141334,4371,2150,182,4371,2150,182,15426,2150,643,4338,2150,241,4338,2150,241,16830,2150,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4264,2024,6288,4371,2024,6395,4371,2150,6521,4371,2150,6521,,,4264,2024,6288,4371,2024,6395,4371,2150,6521,4371,2150,6521,,,15050,2024,17074,15426,2024,17450,15426,2150,17576,15426,2150,17576,,,1600,1500,1200,1200,9708,10340,10340,11330,6800,7294,7294,7652,7000,10340,10340,10342,6800,7294,7294,7652,6800,6800,6800,7652
141361,28912,1050,944,28912,1050,944,28912,1050,944,9000,0,944,9000,0,944,9000,0,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28012,1055,29067,28312,1055,29367,28912,1055,29967,28912,1050,29962,,,28012,1055,29067,28312,1055,29367,28912,1055,29967,28912,1050,29962,,,28012,1055,29067,28312,1055,29367,28912,1055,29967,28912,1050,29962,,,0,0,0,0,11038,12436,12257,11702,3284,3449,3622,3803,3899,4028,4099,4591,3602,3782,3971,4170,6177,6486,6810,7151
141486,27340,114,911,27340,114,911,27340,114,911,27720,0,1030,27720,0,1030,27720,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25260,114,25374,26020,114,26134,26800,114,26914,27340,114,27454,,,25260,114,25374,26020,114,26134,26800,114,26914,27340,114,27454,,,25260,114,25374,26020,114,26134,26800,114,26914,27340,114,27454,,,1600,1600,1600,1600,13630,14184,14610,15050,2341,2413,2559,2578,13096,13554,13933,14100,2341,2413,2559,2578,2341,2413,2559,2578
141565,7344,494,306,7344,494,306,20304,494,846,11736,494,489,11736,494,489,26568,494,1107,,,,,,,,,,,,,,,,,,,,,24096,494,41040,494,,,,,,,,,,,,,7272,448,7720,7344,448,7792,7344,494,7838,7344,494,7838,,,7272,448,7720,7344,448,7792,7344,494,7838,7344,494,7838,,,20232,448,20680,20304,448,20752,20304,494,20798,20304,494,20798,,,1040,1058,1340,1350,8248,8248,8248,8248,3522,3574,3928,3966,15044,15302,14494,12786,6678,6788,8152,11338,5670,5762,5162,5188
141574,11304,882,471,11304,882,471,33336,882,1389,15600,902,650,15600,902,650,33648,902,1402,,,,,,,,,36672,772,71328,772,,,,,,,,,,,,,,,,,,,,,22392,772,45816,772,11088,882,11970,11304,882,12186,11304,882,12186,11304,882,12186,,,11088,882,11970,11304,882,12186,11304,882,12186,11304,882,12186,,,33120,882,34002,33336,882,34218,33336,882,34218,33336,882,34218,,,1040,1058,1350,1350,13689,13366,13583,13642,3159,3213,2742,2742,13689,13366,13583,13642,3159,3213,2742,2742,2806,2854,2742,2742
141644,29520,500,1230,29520,500,1230,29520,500,1230,20250,350,1125,20250,350,1125,20250,350,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25630,350,25980,27000,500,27500,28800,500,29300,29520,500,30020,,,25630,350,25980,27000,500,27500,28800,500,29300,29520,500,30020,,,25630,350,25980,27000,500,27500,28800,500,29300,29520,500,30020,,,1200,1200,1200,1300,14880,18700,19260,16764,2354,2240,2260,2300,16280,18700,19260,16764,2354,2240,2260,2300,2354,2240,2260,2300
141680,3144,30,131,3144,30,131,8280,30,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,30,3114,3144,30,3174,3144,30,3174,3144,30,3174,,,3084,30,3114,3144,30,3174,3144,30,3174,3144,30,3174,,,8220,30,8250,8280,30,8310,8280,30,8310,8280,30,8310,,,1040,1058,1340,1350,,,,,,,,,15044,15302,15245,16104,3696,3752,3144,3192,3256,3304,3144,3192
141796,3144,140,131,3144,140,131,8280,140,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,60,3144,3144,140,3284,3144,140,3284,3144,140,3284,,,3084,60,3144,3144,140,3284,3144,140,3284,3144,140,3284,,,8220,60,8280,8280,140,8420,8280,140,8420,8280,140,8420,,,1040,1058,1340,1350,,,,,,,,,15044,15302,15245,16103,3696,3302,2694,2742,3256,2854,2694,2742
141802,3144,108,131,3144,108,131,8280,108,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,108,3192,3144,108,3252,3144,108,3252,3144,108,3252,,,3084,108,3192,3144,108,3252,3144,108,3252,3144,108,3252,,,8220,108,8328,8280,108,8388,8280,108,8388,8280,108,8388,,,1040,1058,1340,1350,,,,,,,,,15044,15302,13786,15845,6678,6792,5326,5356,5670,6344,5326,5356
141811,3144,65,131,3144,65,131,8280,65,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,60,3144,3144,65,3209,3144,65,3209,3144,65,3209,,,3084,60,3144,3144,65,3209,3144,65,3209,3144,65,3209,,,8220,60,8280,8280,65,8345,8280,65,8345,8280,65,8345,,,1040,1058,1340,1350,,,,,,,,,15044,15302,15245,16103,3696,3752,3144,3192,3256,3304,3144,3192
141839,3144,134,131,3144,134,131,8280,134,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,134,3218,3144,134,3278,3144,134,3278,3144,134,3278,,,3084,134,3218,3144,134,3278,3144,134,3278,3144,134,3278,,,8220,134,8354,8280,134,8414,8280,134,8414,8280,134,8414,,,1040,1058,1340,1350,,,,,,,,,15044,15302,14928,15896,6678,6792,4962,4988,6238,6344,4962,4988
141981,7344,240,306,7344,240,306,20304,240,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7272,240,7512,7344,240,7584,7344,240,7584,7344,240,7584,,,7272,240,7512,7344,240,7584,7344,240,7584,7344,240,7584,,,20232,240,20472,20304,240,20544,20304,240,20544,20304,240,20544,,,1040,1058,1340,1350,,,,,,,,,15044,15302,15246,16104,6678,6792,4908,4936,5670,5766,4908,4936
141990,3144,50,131,3144,50,131,8280,50,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,40,3124,3144,50,3194,3144,50,3194,3144,50,3194,,,3084,40,3124,3144,50,3194,3144,50,3194,3144,50,3194,,,8220,40,8260,8280,50,8330,8280,50,8330,8280,50,8330,,,1040,1058,1340,1350,,,,,,,,,15044,15302,15245,16103,3696,3752,3144,3192,3256,3304,3144,3192
142090,12450,650,415,12450,650,415,12450,650,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11970,550,12520,12270,650,12920,12450,650,13100,12450,650,13100,,,11970,550,12520,12270,650,12920,12450,650,13100,12450,650,13100,,,11970,550,12520,12270,650,12920,12450,650,13100,12450,650,13100,,,600,600,512,720,6800,6850,7000,7000,7250,3888,3996,4980,10485,16080,14520,18900,7270,7008,7488,9300,5270,4992,5436,6750
142115,5532,2528,367,5532,2528,367,22452,2528,724,7110,2528,470,7110,2528,470,24030,2528,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5259,2435,7694,5532,2536,8068,5532,2536,8068,5532,2528,8060,,,5259,2435,7694,5532,2536,8068,5532,2536,8068,5532,2528,8060,,,21341,2435,23776,22452,2536,24988,22452,2536,24988,22452,2528,24980,,,1200,1200,1240,1240,10692,11246,12327,13459,3490,3786,3895,4336,8994,9760,9921,10423,4230,4318,4754,4714,2862,2914,4258,4222
142179,3096,30,129,4096,30,179,6192,30,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3096,30,3126,3096,30,3126,3096,30,3126,3096,30,3126,,,4096,30,4126,4096,30,4126,4096,30,4126,4096,30,4126,,,6192,30,6222,6192,30,6222,6192,30,6222,6192,30,6222,,,1425,1451,1451,1451,,,,,,,,,6669,6782,6783,6783,5569,5443,5443,5443,4364,4238,4238,4238
142276,5928,1944,402,5928,1944,402,23382,1944,686,8380,1944,526,8380,1944,526,25834,1944,809,,,,,,,,,,,,,,,,,,,,,5928,13694,23382,18120,,,,,,,,,,,,,5645,1775,7420,5928,1944,7872,5928,1944,7872,5928,1944,7872,0,,5645,1775,7420,5928,1944,7872,5928,1944,7872,5928,1944,7872,0,,21165,1775,22940,22224,1944,24168,22550,1944,24494,23382,1944,25326,,,1000,1000,1000,1000,7207,7454,7214,7340,5921,5921,5930,5930,8280,8280,8370,8370,5921,5921,5930,5930,5921,5921,5930,5930
142285,6182,2158,368,6182,2158,368,25418,2158,1330,7754,2158,502,7754,2158,502,26990,2158,1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7754,15543,26990,15543,5778,2086,7864,6182,2122,8304,6182,2122,8304,6182,2158,8340,,,5778,2086,7864,6182,2122,8304,6182,2122,8304,6182,2158,8340,,,23414,2086,25500,25418,2122,27540,25418,2122,27540,25418,2158,27576,,,1236,1130,1130,1232,8880,9080,9080,9610,3370,3306,3384,3072,10654,10846,10164,9610,5056,4982,5286,3072,3030,2966,3180,3072
142294,33000,755,1330,33000,755,1330,33000,755,1330,22120,25,630,22120,25,630,22120,25,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29400,755,30155,31000,755,31755,32100,755,32855,33000,755,33755,,,29400,755,30155,31000,755,31755,32100,755,32855,33000,755,33755,,,29400,755,30155,31000,755,31755,32100,755,32855,33000,755,33755,,,1200,1200,1200,1200,9794,10452,10650,11158,2200,2200,2200,2200,7500,7500,7500,7500,2200,2200,2200,2200,2200,2200,2200,2200
142328,6982,0,356,6982,0,356,20238,0,356,4500,0,450,4500,0,450,9000,0,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6618,0,6618,6982,0,6982,6982,0,6982,6982,0,6982,,,6618,0,6618,6982,0,6982,6982,0,6982,6982,0,6982,,,19236,0,19236,19978,0,19978,20238,0,20238,20238,0,20238,,,1650,1650,1650,1400,6750,7680,7790,7860,2200,2200,2800,2800,7580,7680,7790,7860,2200,2200,2800,2800,2200,2200,2800,2800
142443,2436,960,142,4000,960,215,7776,960,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2436,960,3396,2436,960,3396,2436,960,3396,2436,960,3396,,,3916,960,4876,4000,960,4960,4000,960,4960,4000,960,4960,,,7692,960,8652,7776,960,8736,7776,960,8736,7776,960,8736,,,1248,1248,1248,1248,7500,7540,7608,7600,2718,2718,2718,2718,7560,7560,7560,7560,2718,2718,2718,2718,2718,2718,2718,2718
